business_id,state,longitude,latitude,name,stars,catstr,ClustNum,Area,Number members,Density,AvgRating
WnKo4iXs5xPceY5PrZO1oA,QC,-73.5470292,45.5762868,Genki Sushi,3.5,Sushi Bars|Restaurants,14,5012,20,0.00399042298484,3.35
iVmVe7VqGAa5D2rQj_dqEg,QC,-73.5369331,45.5460204,La Belle Province,3.5,Fast Food|Restaurants,8,3924,40,0.0101936799185,3.7
3zbSWZEQU7MzcuTzsU_7mA,QC,-73.5706408078,45.5957128736,Buffet La Stanza Restaurant,1.5,Buffets|Restaurants,24,4978,23,0.00462032944958,3.5
xwZuGqSiPcyMlU6PEWQK9Q,QC,-73.5490474,45.572464,Vinnie Gambini,3.0,Restaurants|Italian,14,5012,20,0.00399042298484,3.35
Zq_gD2QmsSN_plU90MQzNQ,QC,-73.5878381,45.5706001,Sapore,4.0,Mediterranean|French|Restaurants,72,3519,10,0.0028417163967,3.85
nSq1wDwr6RalNpFMZtt_GQ,QC,-73.6068543,45.5665419,Nam Quan Restaurant,4.0,Vietnamese|Restaurants,66,3000,18,0.006,3.69444444444
lqlhNWQYrZtUlEC54j4SRA,QC,-73.5429345,45.5478202,Restaurant La Pataterie,4.5,Restaurants,8,3924,40,0.0101936799185,3.7
PdBspPLErsUdOacCQw8FqQ,QC,-73.5739331767,45.5941830193,Scores,3.0,Barbeque|Restaurants,24,4978,23,0.00462032944958,3.5
b27sgpMHAZvbZlBORYywgw,QC,-73.5419165,45.5492876,Le Roi D'ontario,3.0,Food|Fast Food|Restaurants,8,3924,40,0.0101936799185,3.7
w_fbuHUJL531vlfbHRAJYg,QC,-73.573907,45.5500926,Buffet Casa Corfu,2.0,Greek|Mediterranean|Buffets|Restaurants,79,2122,14,0.00659754948162,3.64285714286
_S2-dXncn0w8vYKP9KHHtA,QC,-73.5402469,45.5518546,Bistro Vert Lime,4.5,Canadian (New)|Restaurants,8,3924,40,0.0101936799185,3.7
m-5_nyV6i3mOoDnDsCdK_Q,QC,-73.5746997,45.5484683,Restaurant Madre,3.5,Peruvian|Latin American|Restaurants,79,2122,14,0.00659754948162,3.64285714286
-RLbi7dGQJeWhG8xOWatpQ,QC,-73.5098911,45.655558,Teddy's Deli-Bar,3.5,Delis|Sandwiches|Restaurants,53,112367,3,2.66982299074e-05,3.66666666667
51Ck-pivbP8X_QRSty1y0Q,QC,-73.5740617,45.5494678,Café Lézard,4.0,Cafes|Restaurants,79,2122,14,0.00659754948162,3.64285714286
iwBFQwIMRmhjKGiC2eoMWA,QC,-73.5976677,45.5771951,Restaurant Phuket,4.0,Thai|Sushi Bars|Restaurants,72,3519,10,0.0028417163967,3.85
-D3HHOghCMTcO968XB770w,QC,-73.569158,45.590832,Oeuf Doré,2.5,Breakfast & Brunch|Restaurants,24,4978,23,0.00462032944958,3.5
TQ6LtWUKviieSZDDPwK2iA,QC,-73.5931779,45.58211,Cafe Milano,4.0,Cafes|Sandwiches|Restaurants,72,3519,10,0.0028417163967,3.85
_9_K2oblGMnTVKPdYfAJHA,QC,-73.5803396,45.5620562,Beaubien Deli,3.5,Delis|Pizza|Breakfast & Brunch|Restaurants,72,3519,10,0.0028417163967,3.85
geDBHXNhLPTiIK2_jAt2zA,QC,-73.5548174,45.5524459,Moe's Deli and Bar,3.0,Delis|Sandwiches|Restaurants,8,3924,40,0.0101936799185,3.7
q1GMRWGMQd7Ut1D0NFZlMA,QC,-73.5523927,45.5680487,Madisons N Y Bar & Grill,3.0,Bars|Nightlife|Restaurants,14,5012,20,0.00399042298484,3.35
fpt26V0LGWkvfp5N-zJqLg,QC,-73.5603877,45.5456998,Station F,4.0,French|Restaurants,65,1711,14,0.00818234950321,4.0
K1tKamFGG-dtV52RFoBF-w,QC,-73.5120002206,45.6509944559,Tomate Basilic,4.0,Restaurants|Italian,53,112367,3,2.66982299074e-05,3.66666666667
YRz1sq0yAy6IF2prw4ynTA,QC,-73.5402526,45.587558,Ronda Sushi,4.5,Sushi Bars|Restaurants,14,5012,20,0.00399042298484,3.35
yMWNRex4FFMeIaLvtG0a0Q,QC,-73.5577126,45.5422866,Miami Déli,3.0,Delis|Breakfast & Brunch|Restaurants,65,1711,14,0.00818234950321,4.0
LxF4_lTflggQMAKub26brg,QC,-73.5021478,45.6418491,Restaurant Sumo Sushi,3.5,Sushi Bars|Restaurants,53,112367,3,2.66982299074e-05,3.66666666667
QCb3m1KE9R4yvCiRd5vD3A,QC,-73.5427263,45.5482853,Double Pizza,2.5,Pizza|Restaurants,8,3924,40,0.0101936799185,3.7
J0EhoSLac4G5fh1P87PSiA,QC,-73.5451229,45.5443085,La Québécoise,2.5,Burgers|Hot Dogs|Restaurants,8,3924,40,0.0101936799185,3.7
MJCGClJU-Wa75WN5e7g8jg,QC,-73.5755991,45.591717,Cage Aux Sports (La),2.0,Burgers|Brasseries|Chicken Wings|Restaurants,24,4978,23,0.00462032944958,3.5
MsOowhu83APewvY1M7hVZg,QC,-73.5392413,45.553992,Fromagerie Marche Maisonneuve,2.0,Cheese Shops|Food|Specialty Food|Delis|Sandwiches|Restaurants,8,3924,40,0.0101936799185,3.7
J_MqT6L5OlwlB_33famyyA,QC,-73.5417178,45.5856753,Restaurant La Dora,4.5,Restaurants|Italian,14,5012,20,0.00399042298484,3.35
RuXJJtNdyaa3A1nGXEbMcw,QC,-73.5490163,45.5508583,Jimmy Restaurant,3.5,Pizza|Restaurants,8,3924,40,0.0101936799185,3.7
9ZBKg9nXQilRJLIp7eJO8A,QC,-73.5864487,45.6294133,Hollywood Pizzeria,3.5,Pizza|Restaurants,95,18300,2,0.000109289617486,3.75
HgSv6M0pJvnaohONQ42gag,QC,-73.5796276,45.5224769,Wok N' Roll Restaurant,4.0,Vietnamese|Restaurants,89,379,93,0.245382585752,3.67204301075
KX0lAr0yRfcs7DkLRudIcg,QC,-73.5596547,45.5085804,Restaurant Tong-Por,2.5,Chinese|Restaurants,80,352,121,0.34375,3.46280991736
6GE8tRgNPG4__JcSgsC6GQ,QC,-73.6509497,45.5503294,Martini Pizzeria,4.0,Pizza|Restaurants,51,4128,14,0.00339147286822,3.75
0DtZaDi7scZJ6c1sRGs8Vw,QC,-73.5761998,45.5139447,Ocean Sushi,3.5,Sushi Bars|Restaurants,0,366,113,0.308743169399,3.75663716814
_dgnqH3rz1L_qOGMeihIyA,QC,-73.555096,45.50273,Le Bourlingueur,3.5,French|Restaurants,28,2207,199,0.0901676483915,3.62814070352
L7YolEjKoFGWrYNy67PHIA,QC,-73.5553122,45.5058223,Arahova Souvlaki,3.0,Greek|Mediterranean|Restaurants,28,2207,199,0.0901676483915,3.62814070352
SJlL7nk1dF4I3yp1oewwvg,QC,-73.5746514,45.5149677,Just Noodles,3.0,Asian Fusion|Restaurants,0,366,113,0.308743169399,3.75663716814
ea3whivAzTgVReb155HWLw,QC,-73.5820256,45.535358,Tri Express,4.0,Sushi Bars|Restaurants,34,1078,71,0.0658627087199,3.66901408451
lSzdL-rmAw5tPTAxv-TzIg,QC,-73.5601675,45.5099982,Restaurant Le Piemontais,4.5,Restaurants|Italian,80,352,121,0.34375,3.46280991736
ltrLkXhN7vB_nOtgRcUfHg,QC,-73.5941173,45.5216406,Baldwin Barmacie,4.0,Bars|Cocktail Bars|Nightlife|Canadian (New)|Restaurants,23,1084,92,0.0848708487085,3.875
PqjKcrrAPxvryPFdw3X9Og,QC,-73.5638153,45.509845,Burger King,1.5,Burgers|Fast Food|Hot Dogs|Restaurants,80,352,121,0.34375,3.46280991736
6xVLUcXXCCYQ9Boe8bhdQw,QC,-73.5594876,45.5255676,Au Petit Extra,4.0,French|Restaurants,59,1902,89,0.046792849632,3.70786516854
UXBZ52hk0O3Tqeg5q9rluA,QC,-73.5991442,45.5259232,Jardin du Cari,4.5,Caribbean|Sandwiches|Restaurants,98,475,62,0.130526315789,3.9435483871
WLioe-yVhAnMlkps_YOmcg,QC,-73.613683,45.538205,Thaison 1997,4.5,Vietnamese|Chinese|Restaurants,22,932,80,0.0858369098712,3.8
bhhLTrE_MwnokwjBeBQceg,QC,-73.5996851,45.544469,Pizza Villa,4.0,Pizza|Restaurants,26,1187,24,0.0202190395956,4.0625
9xHE0286HDVwDKSXY6WWIw,QC,-73.6177886,45.5429371,Churros Montreal,4.0,Cafes|Restaurants,22,932,80,0.0858369098712,3.8
UyJoe_ImREU21OTk8QVMvg,QC,-73.5711534,45.5134103,Shed Cafe,4.0,Cafes|Restaurants,97,425,73,0.171764705882,3.53424657534
9GNwNY3c-Vs1K7ipeckbow,QC,-73.5598498,45.5018319,Le Clafouti,4.5,Cheese Shops|Food|Specialty Food|Delis|Sandwiches|Restaurants,28,2207,199,0.0901676483915,3.62814070352
ARBW_mW4nZ_yM5UB7slV1A,QC,-73.5758069,45.5071363,Lola Rosa Milton,4.0,Vegetarian|Vegan|Restaurants,97,425,73,0.171764705882,3.53424657534
dccIckfBjbbGUcKGCH884g,QC,-73.560486,45.507047,Maison Guang Zhou,4.0,Chinese|Restaurants,80,352,121,0.34375,3.46280991736
P2Dc0T_8fDjzeyrXoKbe9Q,QC,-73.5956953,45.524507,Restaurant Azuma,4.5,Sushi Bars|Japanese|Restaurants,23,1084,92,0.0848708487085,3.875
pvJLYIPXsIQeQHBdvpDJCA,QC,-73.5822373,45.5238682,Le Cactus Restaurant-Bar,3.5,Bars|Mexican|Nightlife|Restaurants,64,755,120,0.158940397351,3.74583333333
sJOtoLRllr0FCF9dSB4T8A,QC,-73.5634358,45.5151041,McDonald's,2.0,Burgers|Fast Food|Restaurants,18,465,89,0.191397849462,3.62359550562
PtX2KFhcLKZPdjT74kwx3w,QC,-73.589484,45.5430205,Restaurant Capri Delicatessen,3.5,Delis|Pizza|Sandwiches|Restaurants,26,1187,24,0.0202190395956,4.0625
CHdYr5JJUC3BR8FrMp4jNA,QC,-73.5641175,45.5154171,Café Hookah Lounge,3.5,Bars|Cafes|Hookah Bars|Nightlife|Restaurants,18,465,89,0.191397849462,3.62359550562
CiMi7uJfDDwV68Uz96VNcw,QC,-73.6146713,45.5364653,Fromagerie Qui Lait Cru,2.5,Cheese Shops|Food|Specialty Food|Delis|Sandwiches|Restaurants,22,932,80,0.0858369098712,3.8
M5GBMYbnZHJK7Xl1MtzfcQ,QC,-73.5732478,45.519748,Aupres De Ma Blonde,3.5,Canadian (New)|Restaurants,0,366,113,0.308743169399,3.75663716814
Dfi39v93A9gNLH8m8S16kw,QC,-73.5827571103,45.5295503804,Restaurant La Raclette,4.5,Modern European|Fondue|French|Restaurants,34,1078,71,0.0658627087199,3.66901408451
JJg_QP3V16k5pQwhQg2oPQ,QC,-73.6281827,45.5446261,Restaurant Da Lillo,4.5,Restaurants|Pizza|Italian,81,2571,19,0.00739012057565,3.94736842105
Uf28CZlPhxNH-XL0BO1EmQ,QC,-73.5682195,45.5171155,Restaurant Nouveau Delhi,3.5,Indian|Restaurants,18,465,89,0.191397849462,3.62359550562
jU5fadYUwNFg7FCGaZvpag,QC,-73.5647689,45.5088002,Café Republique,3.0,Cafes|Restaurants,80,352,121,0.34375,3.46280991736
crWYM-PrW5R9STQ6AsI-2Q,QC,-73.555049649,45.5198802994,Le Saloon Bistro Bar,3.5,Bars|Nightlife|Canadian (New)|Restaurants,59,1902,89,0.046792849632,3.70786516854
GC74K0WkrbrnjVjnD7QfCA,QC,-73.638235,45.5456574,Café Noir,2.5,Cafes|Restaurants,81,2571,19,0.00739012057565,3.94736842105
X88OpBkiVtrXsLYWj8FYWQ,QC,-73.5767114,45.5209434,Chuch,3.0,Vegetarian|Thai|Restaurants,89,379,93,0.245382585752,3.67204301075
CvaitQbPilPx06hyUrujvQ,QC,-73.5631339,45.5151066,Confusion Tapas Du Monde,4.0,Tapas Bars|French|Restaurants,18,465,89,0.191397849462,3.62359550562
SfdwT-pN-pUW4bvziL0Lyw,QC,-73.575557498,45.5209654237,Eduardo Duluth,3.5,Restaurants|Italian,89,379,93,0.245382585752,3.67204301075
X_unrEd0DOcR-FfzHT-Tcg,QC,-73.5560698,45.5012393,Marché de la Villette,3.5,French|Restaurants,28,2207,199,0.0901676483915,3.62814070352
gzF-Uu4MUFZPOrQ3xi2sXg,QC,-73.5778676,45.5216795,Continental Restaurant,4.5,Restaurants,89,379,93,0.245382585752,3.67204301075
rP8Yyz863ScrQAXX_Cvn2w,QC,-73.5940425,45.5215412,Raza Restaurant,5.0,French|Restaurants,23,1084,92,0.0848708487085,3.875
o812toMX-x1eJcW1n21xaQ,QC,-73.5551812,45.5194208,Restaurant Thailandais Bato Thai,4.0,Thai|Restaurants,59,1902,89,0.046792849632,3.70786516854
k-U5nVBT17gEXV1WaICCjQ,QC,-73.5804222,45.5226602,Céramic Café-Studio,4.0,Arts & Crafts|Cafes|Shopping|Restaurants,89,379,93,0.245382585752,3.67204301075
-3hB9COlwRVhTf1PLD7sUw,QC,-73.5960457,45.5220555,La Khaima,4.0,Restaurants|Moroccan|African,23,1084,92,0.0848708487085,3.875
laz6mWqZ6yTPk-yXzbF0mw,QC,-73.5731884,45.5093992,Chez Gautier Restaurant,3.5,Canadian (New)|Restaurants,97,425,73,0.171764705882,3.53424657534
udhKyD5xhY3Tpes9ZeRpgA,QC,-73.6016593,45.5226356,Arahova Souvlaki,3.5,Greek|Mediterranean|Restaurants,98,475,62,0.130526315789,3.9435483871
ZME1VmyWHabuYPNibAXTKQ,QC,-73.6133497,45.5407147,El-Mundo Cafe Bistro,2.5,Food|Coffee & Tea|French|Restaurants,22,932,80,0.0858369098712,3.8
780SvgujDs1ketgMRB_TVw,QC,-73.5916792,45.5189006,Blanc De Blanc,3.5,Cafes|Restaurants,23,1084,92,0.0848708487085,3.875
SoWDqbVvIgRMYFkCBUDVDg,QC,-73.6164707,45.5359381,Casa Cacciatore,4.5,Restaurants|Italian,22,932,80,0.0858369098712,3.8
qMfSBBGXlzxUIf76dqhqSA,QC,-73.5758809,45.5152672,La Maison Thai,3.0,Thai|Restaurants,0,366,113,0.308743169399,3.75663716814
Pc1KMdGRuCQieE2hzRhF_w,QC,-73.5731067,45.5142802,Restaurant La Porte,4.5,French|Restaurants,0,366,113,0.308743169399,3.75663716814
M9qbIngT0Ya9YfuxKYjPkg,QC,-73.5523938,45.507428,Restaurant Chez Queux,3.5,French|Event Planning & Services|Venues & Event Spaces|Restaurants,28,2207,199,0.0901676483915,3.62814070352
geTmgxQu9Pb5-rOM5Y-S9A,QC,-73.5733406,45.5093578,Pâtisserie Belge,4.5,Food|Desserts|Sandwiches|Restaurants,97,425,73,0.171764705882,3.53424657534
7NN3mRmhrxGUJEA9TVWCRA,QC,-73.5823961,45.5235859,Restaurant St-Hubert Rotisserie,4.0,Restaurants,64,755,120,0.158940397351,3.74583333333
ScxhX5He2vVmomGNRooOAA,QC,-73.594259,45.521804,Restaurant Phayathai,3.0,Thai|Restaurants,23,1084,92,0.0848708487085,3.875
OlCDunuMWqIFdhLitNy8dQ,QC,-73.581315,45.5184208,Las Palmas Cafeteria,4.5,Latin American|Colombian|Restaurants,64,755,120,0.158940397351,3.74583333333
cAaiURNBBfjrHY3YveZGIA,QC,-73.5827496,45.524326,Subway,2.0,Fast Food|Sandwiches|Restaurants,64,755,120,0.158940397351,3.74583333333
tBcmjM0Viq0souFulPpLQA,QC,-73.5659192,45.5160756,Amarone,3.5,Restaurants|Italian,18,465,89,0.191397849462,3.62359550562
aTwCfQO2LB_0821Rs0Ke6w,QC,-73.566597,45.516671,Casa Galicia,3.5,Basque|Spanish|Restaurants,18,465,89,0.191397849462,3.62359550562
Mw_pW3aKINhXAi5bJvWCRg,QC,-73.622521,45.5416655,Tapeo,4.5,Tapas Bars|Restaurants,22,932,80,0.0858369098712,3.8
Sqa1aCNjuAdDau2OpKwAFg,QC,-73.5956262,45.5225299,Boucherie Charcuterie Chez Vito,4.5,Food|Specialty Food|Delis|Sandwiches|Restaurants,23,1084,92,0.0848708487085,3.875
eYmiExDI2DHgYc_rwO4ccQ,QC,-73.5913752,45.5278473,Restaurant Le Bleu Raisin,3.5,French|Restaurants,23,1084,92,0.0848708487085,3.875
4_s27kzUyuPwGQyz8NGuSg,QC,-73.5946101,45.5257128,Maria Bonita,4.5,Mexican|Restaurants,23,1084,92,0.0848708487085,3.875
YMyhqkLQbypuQA4Aj20gdg,QC,-73.6026243,45.5319627,Elio Pizzeria,4.0,Italian|Pizza|Restaurants,62,764,47,0.0615183246073,3.92553191489
C05_xgo2opF5o2syH3cAJg,QC,-73.6198138,45.5410133,Daou Restaurant,3.5,Middle Eastern|Restaurants,22,932,80,0.0858369098712,3.8
oGbZzfmojzpPGClN1xl8_w,QC,-73.5590771,45.5050553,Sushi Shop,2.5,Sushi Bars|Restaurants,80,352,121,0.34375,3.46280991736
q5Xoie8PVwrUiEyQnHu2Rg,QC,-73.5530362,45.5057198,La crème de la crème,4.0,Cafes|Restaurants,28,2207,199,0.0901676483915,3.62814070352
wUXgP7ovSS3p-6k2vLwAdA,QC,-73.5644977,45.5155917,Mikado - St. Denis,4.0,Sushi Bars|Japanese|Restaurants,18,465,89,0.191397849462,3.62359550562
YyYwDJXQeYqnndPjd0HjUw,QC,-73.6125227,45.5405418,Le Café Crème,3.5,Food|Coffee & Tea|Restaurants|Italian,22,932,80,0.0858369098712,3.8
-movHgw5J8_X8l195k_whQ,QC,-73.6142296,45.5328081,Caffè Italia,4.0,Food|Coffee & Tea|Restaurants|Cafes|Italian,40,453,55,0.121412803532,3.96363636364
Fe1GEO_gbphVDRp7Yr2S0Q,QC,-73.5547899,45.5201944,Second Cup,4.5,Cafes|Restaurants,59,1902,89,0.046792849632,3.70786516854
2ReHBO99CCJjzVqto9Mfkw,QC,-73.6004121,45.5243542,Euro-Deli Batory,4.5,Cheese Shops|Food|Specialty Food|Delis|Sandwiches|Restaurants,98,475,62,0.130526315789,3.9435483871
BtNr3g9oX1iDjshq_plVYw,QC,-73.5767365,45.5234073,Restaurant Les Infideles,3.0,French|Restaurants,89,379,93,0.245382585752,3.67204301075
cqnJWVfQ1kU-gUhXPC_Hbg,QC,-73.5552247,45.5029209,Tokyo Sushi Bar,3.5,Japanese|Restaurants,28,2207,199,0.0901676483915,3.62814070352
3bx6Se8Fu8D6tzGfpW2oqQ,QC,-73.5544847,45.5042937,Verses Restaurant,3.5,Canadian (New)|French|Restaurants,28,2207,199,0.0901676483915,3.62814070352
LaDR0oIwo_7bWea573btfQ,QC,-73.579113,45.5166568,Restaurant Atma,4.0,Indian|Restaurants,0,366,113,0.308743169399,3.75663716814
0gUfHbaPOZ34U9oAP2dd0w,QC,-73.5906446,45.5220703,Casa Del Popolo,4.0,Food|Vegetarian|Coffee & Tea|Restaurants,23,1084,92,0.0848708487085,3.875
rEY5Of2_sKUOlhHAh_scgg,QC,-73.5849511,45.5250677,Les Trois Petits Bouchons,4.5,French|Restaurants,64,755,120,0.158940397351,3.74583333333
YZwtBSnVXk9CaH2buM-pcQ,QC,-73.5803693,45.5268182,Misto,4.0,Restaurants|Italian,89,379,93,0.245382585752,3.67204301075
XaBiq9xcAhvb8e2dENBC5w,QC,-73.556176,45.5033285,Auberge Bonaparte,4.5,French|Restaurants,28,2207,199,0.0901676483915,3.62814070352
vwpc-fR8Dr3bjk9S_IjMxw,QC,-73.6058619,45.5329251,Salon Mogador,4.0,Moroccan|Restaurants,40,453,55,0.121412803532,3.96363636364
pPOVNQwSi0UjS5bzE8oYFg,QC,-73.5702459,45.5343212,Maam Bolduc,3.5,Breakfast & Brunch|Restaurants,34,1078,71,0.0658627087199,3.66901408451
HuRR3StNYzZ3o4vIwmj7Ag,QC,-73.633639,45.5397329,Braseiro,4.5,Portuguese|Restaurants,81,2571,19,0.00739012057565,3.94736842105
UdJPC-uE0p82ktbnOHP61w,QC,-73.5579062,45.5127106,Restaurant Deno's,3.0,Delis|American (Traditional)|Diners|Restaurants,80,352,121,0.34375,3.46280991736
