business_id,state,longitude,latitude,name,stars,catstr,ClustNum,Area,Number members,Density,AvgRating
3x-wMbYPbuEqqJWIAihwhA,QC,-73.6163248,45.5354762,Boulangerie Première Moisson,4.5,Bakeries|Food,88,1355,54,0.039852398524,4.22222222222
czP0Smfm1tlIRcUXbFzBtQ,QC,-73.5987166,45.5255108,Monastiraki,4.0,Arts & Entertainment|Art Galleries|Shopping|Antiques,94,4757,41,0.00861887744377,4.07317073171
VAB7Bf57wB0n1JG2D3D7Vg,QC,-73.5871478,45.5294895,Kaaz Coiffure,4.5,Beauty & Spas,82,1715,18,0.0104956268222,3.94444444444
veY7yjzo5K3oDLgGqVQ_cg,QC,-73.5897823,45.5215585,Equilibrium Yoga,4.5,Active Life|Yoga|Specialty Schools|Education|Fitness & Instruction,97,507,57,0.112426035503,3.9649122807
D5o-01CPEq0a2Ct-UyQBBA,QC,-73.5493578,45.5259098,Les Delices D'amandine,4.0,Bakeries|Food,18,345,69,0.2,3.69565217391
VUkpZpwGtVqKyuKqA4yG5Q,QC,-73.5560932,45.5057013,Europea Espace Boutique,3.5,Shopping|Food|Arts & Crafts|Caterers|Specialty Food|Event Planning & Services,0,207,65,0.314009661836,3.95384615385
tGtebRdfooQLdOUza0xmFg,QC,-73.5789272,45.5168736,Segal's Market,4.0,Food|Grocery,72,6015,44,0.00731504571904,4.01136363636
tlbDEz7YHDo4diBKf8cynQ,QC,-73.5730394,45.5188633,Bar Salon Officiel,4.0,Pubs|Bars|Nightlife,87,7805,44,0.00563741191544,3.97727272727
LQ0H3oAAlca6v0GuNLcWbw,QC,-73.5769646,45.5214309,Anne Ma Soeur Anne,4.0,Hotels & Travel|Event Planning & Services|Hotels,87,7805,44,0.00563741191544,3.97727272727
Ryb3vMvCEDjoo2BB9pN4cA,QC,-73.6163106,45.5390068,Restaurant Trang An,2.5,,88,1355,54,0.039852398524,4.22222222222
8naIIp3qakWuNGXM9OmIMQ,QC,-73.5750382,45.5252042,Cycle Pop,3.5,Active Life|Sporting Goods|Bikes|Shopping|Bike Rentals,87,7805,44,0.00563741191544,3.97727272727
fyq8epeeYBXDAeOvBp-xrQ,QC,-73.5573360001,45.5055146295,Le Place d'Armes Hôtel & Suites,4.0,Hotels & Travel|Event Planning & Services|Hotels,0,207,65,0.314009661836,3.95384615385
r_IIw6wAh9YeGFFVi-vo7Q,QC,-73.5542822,45.530086,Espace Libre,4.0,Arts & Entertainment|Performing Arts,18,345,69,0.2,3.69565217391
g9C_ZSztWJ3sKjfdRL1zFw,QC,-73.5551934,45.5195697,Bar L'aigle Noir,3.5,Nightlife,18,345,69,0.2,3.69565217391
NaIF5ywG93q0i25czpCgLA,QC,-73.5637971,45.5152391,Le Saint-Sulpice,3.5,Bars|Nightlife|Karaoke,64,3428,62,0.0180863477246,3.79032258065
5i27KlDoPPJ7vuHoUTQCGQ,QC,-73.5602232,45.5164437,Auberge Pomerol Le,3.0,Hotels & Travel|Event Planning & Services|Hotels,18,345,69,0.2,3.69565217391
p9saqWBDxV-bl9q7ogrjyQ,QC,-73.582257,45.523651,Crémerie Meu Meu,4.5,Food|Ice Cream & Frozen Yogurt|Desserts,20,158784,56,0.000352680370818,3.86607142857
XPNJt0zir6OmimaSk83tCw,QC,-73.5877673,45.5186123,Clinique Vétérinaire Plateau Mont-Royal,4.0,Veterinarians|Pets,97,507,57,0.112426035503,3.9649122807
bjf8Pkqz-aJ-QreUVqdvew,QC,-73.590953,45.5221047,Theatre Espace Go,4.5,Arts & Entertainment|Cinema|Performing Arts,49,75083,48,0.000639292516282,3.84375
e9qNHuBx68NEUpL8GiMejQ,QC,-73.5925189,45.5183785,Cocoa Locale,4.5,Food|Desserts|Specialty Food|Chocolatiers & Shops,49,75083,48,0.000639292516282,3.84375
e5JCSD4LlAmc93PwODwwfg,QC,-73.5804805,45.5173392,Bois Idéal / Rona,3.0,Shopping|Home & Garden,72,6015,44,0.00731504571904,4.01136363636
DkqyorzASxwB1dSPIP6-ig,QC,-73.6486958,45.5439019,Ciot,2.5,Shopping|Kitchen & Bath|Home & Garden|Home Services|Flooring,89,3733,6,0.00160728636485,3.41666666667
xTc-5jMspgLgMq5kcgD_yg,QC,-73.6146713,45.5364653,Poissonnerie Aqua Mare,4.0,Food|Specialty Food|Seafood Markets,88,1355,54,0.039852398524,4.22222222222
ZxTqIKKv9I2emYh1XiaV5Q,QC,-73.6570719,45.5613881,La Petite Boulangerie,4.5,Bakeries|Food,74,986,7,0.00709939148073,4.28571428571
QAZblNzNP2GAX7npxTfLiQ,QC,-73.5752142,45.5322819,Fruits Du Jour,4.0,Food|Specialty Food|Fruits & Veggies,91,24586,36,0.00146424794599,3.98611111111
d_8DZLaxpTdAC5WnBl7xAw,QC,-73.5797897,45.5273937,Intermarche Boyer Mont-Royal,2.0,Food|Grocery,20,158784,56,0.000352680370818,3.86607142857
jFMHweu8PU6bodehqH-Cig,QC,-73.5897409,45.5434442,Clinique Veterinaire Delorimier & Rosemont,5.0,Veterinarians|Pets,68,350,6,0.0171428571429,4.66666666667
RgJqstm9YmwVZ2wOYoWwEw,QC,-73.5765674,45.5235405,Verres Stérilisés,5.0,Nightlife,87,7805,44,0.00563741191544,3.97727272727
7HwQotQBlI4vJcwlP8qDqQ,QC,-73.5662869,45.5200805,Hotel De Paris,2.5,Hotels & Travel|Event Planning & Services|Hotels,64,3428,62,0.0180863477246,3.79032258065
F-ng9mkXy8qF2xqYCxUUYg,QC,-73.5573007,45.5170913,Theatre Olympia,2.5,Arts & Entertainment|Cinema|Event Planning & Services|Venues & Event Spaces,18,345,69,0.2,3.69565217391
udjYDN0FvSs6bNGXb7Ppcw,QC,-73.602111,45.522435,St-Viateur Bagel,4.0,Food|Bagels,94,4757,41,0.00861887744377,4.07317073171
N5P-YRIMCC5Nrj8CEX3vRg,QC,-73.6102626,45.5442284,Johanne Verdon Sante Beaute,4.0,Doctors|Health & Medical|Naturopathic/Holistic,30,3626,14,0.003861003861,3.60714285714
8IPFmSzIhD6RfY4xEoN9EA,QC,-73.573353,45.5342465,Les Co'pains D'abord,4.5,Bakeries|Food,91,24586,36,0.00146424794599,3.98611111111
sbrxL9-Bi1a1iwUZv6LZlw,QC,-73.5645232,45.5157906,Sucre Bleu,3.5,Food|Specialty Food|Candy Stores,64,3428,62,0.0180863477246,3.79032258065
Dl0aiLB55cpQTHKmDISZag,QC,-73.5598467,45.5067397,Holiday Inn Montreal Centreville Downtown,3.0,Hotels & Travel|Event Planning & Services|Venues & Event Spaces|Hotels,47,112753,60,0.000532136617208,3.64166666667
xoW01m1398pfhY21clwhug,QC,-73.5952949,45.5204805,Pâtisserie de Gascogne,4.0,Bakeries|Food,49,75083,48,0.000639292516282,3.84375
AsW25-V4kIkVkAU4AUenRQ,QC,-73.5627304008,45.5149154023,Juliette & Chocolat,4.0,Food|Desserts|Specialty Food|Chocolatiers & Shops,64,3428,62,0.0180863477246,3.79032258065
KO8a4mOvwZH_oTfK2_HOmw,QC,-73.6144042,45.5381407,Marche Thai-Hour,3.5,Food|Grocery,88,1355,54,0.039852398524,4.22222222222
kClmBhnrxUqXQHQ9TOIuaQ,QC,-73.5658108,45.503668,St Patrick's Basilica,5.0,Religious Organizations,53,2454,102,0.041564792176,3.53921568627
iBNQm4Se2nYt1VlSrn214A,QC,-73.6043797,45.5230309,Papeterie Zoubris,4.5,Printing Services|Shopping|Arts & Crafts|Local Services|Event Planning & Services|Office Equipment|Cards & Stationery|Flowers & Gifts,94,4757,41,0.00861887744377,4.07317073171
nMQnLnNit_xq4LVJfiV_7w,QC,-73.5846565,45.51948,Super Marche Sakaris,4.5,Food|Specialty Food|Grocery|Fruits & Veggies,97,507,57,0.112426035503,3.9649122807
NRJLMx33E-OeHwCXL94Qog,QC,-73.5766068,45.5158453,Studio Bliss,4.0,Yoga|Beauty & Spas|Fitness & Instruction|Active Life|Day Spas|Massage,72,6015,44,0.00731504571904,4.01136363636
l0TtnZxfSflGYFInCdCt8w,QC,-73.5631349,45.5149715,Bistro à Jojo,4.0,Bars|Arts & Entertainment|Nightlife|Music Venues,64,3428,62,0.0180863477246,3.79032258065
TScQXPEEItbDPAljMKVYtg,QC,-73.5754543,45.5151824,Freitag-Concept,4.5,Shopping|Jewelry,7,300,73,0.243333333333,3.82191780822
Qr9mHolBK7xlUbNe8CnS1g,QC,-73.5761311,45.5314524,Valmont Montréal,4.0,Food|Grocery|Organic Stores,91,24586,36,0.00146424794599,3.98611111111
GzxoVBWemKK_oFbM8enklw,QC,-73.5623405,45.5042147,Hotel Le Dauphin Montreal Centre-Ville,4.0,Hotels & Travel|Event Planning & Services|Hotels,47,112753,60,0.000532136617208,3.64166666667
iiubAZXtiHbW_ie93JjRNQ,QC,-73.5868809,45.519589,Kif-Kif import,2.5,Arts & Crafts|Shopping|Home & Garden|Antiques|Furniture Stores,97,507,57,0.112426035503,3.9649122807
ubuoosf1Ozie-p-QKdEwaQ,QC,-73.5629217,45.5094846,Societé des arts technologiques,4.0,Arts & Entertainment|Art Galleries|Shopping|Event Planning & Services|Venues & Event Spaces,47,112753,60,0.000532136617208,3.64166666667
IFffK5UJl2B2POSCos9o9g,QC,-73.5788999,45.5166343,Bar Champs,3.0,Bars|Sports Bars|Nightlife,72,6015,44,0.00731504571904,4.01136363636
MrC5eeS84YxKtx6MkyxtKQ,QC,-73.560049,45.510868,Days Inn Montreal Centre-Ville,3.0,Hotels & Travel|Event Planning & Services|Hotels,47,112753,60,0.000532136617208,3.64166666667
N395pu8h3TeYbqe5PCLGEQ,QC,-73.5578284,45.5166367,Circus After Hours,2.5,Nightlife|Dance Clubs,18,345,69,0.2,3.69565217391
7WK4RTmyhbY63s0lKBFnEA,QC,-73.5835375,45.5233141,Boutique Pelfini,4.5,Arts & Crafts|Shopping,20,158784,56,0.000352680370818,3.86607142857
LguCrlJZ63-WZpuriZp5Pg,QC,-73.5702932,45.5130177,Restaurant Globe,3.5,Bars|Nightlife|Lounges,7,300,73,0.243333333333,3.82191780822
KEC7Ip_nNgpz0G3tqExpaQ,QC,-73.574498,45.514768,L'Intermarché 4 Frères,2.5,Food|Grocery,7,300,73,0.243333333333,3.82191780822
37U0FrU4pStMHGsvq3B9qQ,QC,-73.5597852,45.5131991,Hotel St-Denis,4.0,Hotels & Travel|Event Planning & Services|Venues & Event Spaces|Hotels,47,112753,60,0.000532136617208,3.64166666667
-odtOcgPKHqe89XZSVUAwA,QC,-73.574752,45.5202892,Suite 88 Chocolatier,4.0,Food|Specialty Food|Desserts|Chocolatiers & Shops,87,7805,44,0.00563741191544,3.97727272727
gfYSsT4dTMMufyjbsFNPjA,QC,-73.6155938,45.5368551,Italmelodie,4.5,Electronics|Musical Instruments & Teachers|Shopping,88,1355,54,0.039852398524,4.22222222222
Wj40DIDcL_rBBouhb6NXdg,QC,-73.5835667,45.5337241,Le Fromentier,4.5,Bakeries|Food,82,1715,18,0.0104956268222,3.94444444444
AzmubKU1fcxnUlnSkgAxsg,QC,-73.6002105,45.5347098,Le Petit Medley,3.5,Pubs|Bars|Nightlife|Lounges,73,11131,26,0.0023358188842,3.82692307692
LkM6Wb93kuyRZyEcKm_uaA,QC,-73.5634634,45.5151171,Pub l'Île Noire,4.0,Pubs|Bars|Nightlife|Lounges,64,3428,62,0.0180863477246,3.79032258065
qdIkLHhfOHAeuiYApw1miA,QC,-73.5712317,45.5184608,Hotel Kutuma,4.5,Hotels & Travel|Event Planning & Services|Hotels,87,7805,44,0.00563741191544,3.97727272727
Bra_1tYKeF4W8mxdoQzLIA,QC,-73.5617613,45.516644,Hôtel Européenne,3.5,Hotels & Travel|Event Planning & Services|Hotels,64,3428,62,0.0180863477246,3.79032258065
tvmKrU0qwXI7mV6XnefRYg,QC,-73.5570093,45.517714,Campus,3.0,Adult Entertainment|Bars|Gay Bars|Nightlife,18,345,69,0.2,3.69565217391
4Af4jxTcRFvKWqSVBZK4dw,QC,-73.5651637,45.5150298,Pub Quartier Latin,4.0,Pubs|Bars|Nightlife,64,3428,62,0.0180863477246,3.79032258065
fed3-XYwiuK-lbU2sjOCZw,QC,-73.6074427,45.5298702,Galerie D'art Yves Laroche,5.0,Arts & Entertainment|Art Galleries|Shopping,2,4211,22,0.00522441225362,4.11363636364
9WRwOV_FYLG4w0qCxWw9lg,QC,-73.5790562,45.5223357,Mochico,3.5,Fashion|Shopping|Shoe Stores,20,158784,56,0.000352680370818,3.86607142857
BS2Duu7KylIEe1VdmY8vFA,QC,-73.5797517,45.5201057,Spa Betes V I P,4.5,Pet Services|Pets,72,6015,44,0.00731504571904,4.01136363636
4FYJ6pJWYsF0FIhOONUf1g,QC,-73.5711174338,45.5094968408,Benelux,4.0,Pubs|Food|Bars|Breweries|Nightlife,7,300,73,0.243333333333,3.82191780822
om3ZJHszbwlhFskOGPwHSw,QC,-73.5824029,45.5183256,Divan Orange,4.0,Bars|Arts & Entertainment|Nightlife|Music Venues,72,6015,44,0.00731504571904,4.01136363636
D5zcXx5399TxpjHFxa4uaA,QC,-73.5713305,45.5184951,Librairie Michel Fortin,4.5,"Books, Mags, Music & Video|Shopping|Bookstores",87,7805,44,0.00563741191544,3.97727272727
iXzM2bBM4EzCtAlkR0woLQ,QC,-73.5994863,45.5212004,Parc Des Princes (Le),3.5,Bars|Sports Bars|Nightlife,94,4757,41,0.00861887744377,4.07317073171
rWisQFx8i2FZwC55tMXnTg,QC,-73.5896801,45.5217894,Imagine Le Fun,4.5,Fashion|Shopping|Arts & Crafts|Costumes|Accessories|Women's Clothing,97,507,57,0.112426035503,3.9649122807
wdDKtoogHQ9ypnTVcVX6ZQ,QC,-73.5531599,45.5053586,Queue De Castor,3.5,Food|Desserts,62,86251,53,0.000614485629152,3.82075471698
H-q09bPKnXaBW0NGuhb09A,QC,-73.5846415,45.5192078,Athens Barber Shop,5.0,Barbers|Beauty & Spas,97,507,57,0.112426035503,3.9649122807
tuQnF4CaDDd1pLDF51XD6w,QC,-73.6146713,45.5364653,Les Cochons Tout Ronds,5.0,Food|Specialty Food|Meat Shops,88,1355,54,0.039852398524,4.22222222222
vxd3mTAaWfuAN2_F1lZNpg,QC,-73.6146713,45.5364653,Chocolats Privilege,4.5,Food,88,1355,54,0.039852398524,4.22222222222
QQ0AKywLmfPp8fBd8nhHMA,QC,-73.5842335,45.5329636,Crème Glacée Bo-Bec,4.5,Food|Ice Cream & Frozen Yogurt|Desserts,82,1715,18,0.0104956268222,3.94444444444
dXTtIvLU7RbDFVYgyi6BEQ,QC,-73.5720406,45.5354041,Le Verre Bouteille,3.5,Bars|Nightlife,91,24586,36,0.00146424794599,3.98611111111
c3U_-4sA-SWel-BVYXc8jA,QC,-73.559372,45.5014996,Barami,1.0,,0,207,65,0.314009661836,3.95384615385
cNB5VeEwJZ6fwuOpAPoi_A,QC,-73.5573086,45.5055088,Rainspa,4.5,Day Spas|Nail Salons|Massage|Beauty & Spas,0,207,65,0.314009661836,3.95384615385
M6vOVrkUJf2mt6ZG0UZEOA,QC,-73.5807145,45.5263956,Boulangerie Première Moisson Mont-Royal,4.0,Bakeries|Food,20,158784,56,0.000352680370818,3.86607142857
6Tdz7MvJA5eLBAWOV3fW_A,QC,-73.5776041,45.5111821,Brasserie Des Pins,3.5,Nightlife,7,300,73,0.243333333333,3.82191780822
FPI6VAam1QMmwkPjz6vvxg,QC,-73.562577,45.5148463,Hotel Le Relais Lyonnaise,5.0,Hotels & Travel|Event Planning & Services|Hotels,64,3428,62,0.0180863477246,3.79032258065
FE201gQQTaO47K3Njo6qqA,QC,-73.5531085,45.508091,Ben & Jerry's,3.5,Food|Ice Cream & Frozen Yogurt,62,86251,53,0.000614485629152,3.82075471698
CQfhRg48QRPWldVXPXeIQA,QC,-73.5612410712,45.516441908,Montreal Central,4.5,Hotels & Travel|Hostels|Event Planning & Services|Hotels,64,3428,62,0.0180863477246,3.79032258065
iG5AOfpR0-e3-bdZLpKDMg,QC,-73.6001091,45.5101473,Mount Royal Cemetery,5.0,Local Services|Funeral Services & Cemeteries,49,75083,48,0.000639292516282,3.84375
0AGsxMB73K_yCKnfMbk6BA,QC,-73.5787319,45.5175782,Tami Beauté Des Ongles,3.5,Beauty & Spas|Nail Salons,72,6015,44,0.00731504571904,4.01136363636
uQOBg3NRyrC767zEr1LIgQ,QC,-73.5606176,45.5028747,InterContinental Montreal,4.0,Hotels & Travel|Event Planning & Services|Venues & Event Spaces|Hotels,0,207,65,0.314009661836,3.95384615385
o1Aw1wMp038FOli7qSGCmQ,QC,-73.5728688,45.5141734,Aveda Montreal Lifestyle Salon Spa & Academy,4.0,Hair Salons|Day Spas|Beauty & Spas,7,300,73,0.243333333333,3.82191780822
DIPsqt8b5HdfhjnfJERpuA,QC,-73.6064018,45.5293254,Canadian Tire Magasins Associes,2.5,,2,4211,22,0.00522441225362,4.11363636364
RETpHWNvzBckroIFH7F3jQ,QC,-73.5776281357,45.5295685872,La Soupière,4.0,Kitchen & Bath|Shopping|Home & Garden,91,24586,36,0.00146424794599,3.98611111111
ewbC_cJYV158EtCyokaYzQ,QC,-73.562565,45.511582,Henri Henri Ltee,4.5,Men's Clothing|Hats|Fashion|Shopping|Accessories,47,112753,60,0.000532136617208,3.64166666667
ZOSpO_l3HNI1Tx9URtwtiA,QC,-73.5794798,45.5279569,Brasserie Chez Baptiste,3.0,Bars|Nightlife,20,158784,56,0.000352680370818,3.86607142857
tydGKeW_59_X9U9_ZjVVrQ,QC,-73.5811075,45.5230085,Renaud Bray Saint-Denis,3.0,"Libraries|Books, Mags, Music & Video|Shopping|Public Services & Government|Bookstores",20,158784,56,0.000352680370818,3.86607142857
VaSJLEck3ckpO1JrVSsAgw,QC,-73.5807228,45.5264339,Chez Farfelu,4.0,Arts & Crafts|Shopping|Toy Stores,20,158784,56,0.000352680370818,3.86607142857
4tyWjdqY-g4NwTEW3xqeig,QC,-73.5952772,45.5229082,Fairmount Bagel,4.0,Food|Bagels,49,75083,48,0.000639292516282,3.84375
jBoJrrdIn6yhZ_xLdNwI3Q,QC,-73.605572,45.5629278,Marché aux Puces St-Michel,4.5,Flea Markets|Shopping,41,7908,8,0.00101163378857,4.3125
cLFKFo02xkxvPszpj4_IAg,QC,-73.5747575,45.5202503,Arthur Quentin,4.0,Kitchen & Bath|Shopping|Home & Garden,87,7805,44,0.00563741191544,3.97727272727
-_dUKWjUsg1CpjGKL7yf4Q,QC,-73.6146713,45.5364653,Épices de Cru,5.0,Food|Specialty Food|Fruits & Veggies|Herbs & Spices,88,1355,54,0.039852398524,4.22222222222
qWbX0EYvsxh3nG3G0OYSUg,QC,-73.5633198,45.5097848,Club Soda,3.5,Nightlife|Dance Clubs,47,112753,60,0.000532136617208,3.64166666667
IfOO5jX0C0n30UMISOYgSQ,QC,-73.6060532,45.5331381,Bruno Sport Bar,5.0,Bars|Sports Bars|Nightlife,2,4211,22,0.00522441225362,4.11363636364
