business_id,pop,homes,homes_occupied_by_owners
pj2vO-JQWgV5cqqLu1GCuw,28422.0,16429.0,15307.0
WvZU5CF7jnBfsS5ah6sp1Q,35439.0,14358.0,13430.0
tRVmSSQnA7PFrmCJ_iTJ1A,28422.0,16429.0,15307.0
x0vX7Iq6zpO54YDeMB4Rrw,23028.0,11981.0,11431.0
Gt76NQ7VGD3ijC_VUTsusg,23028.0,11981.0,11431.0
5ezeormfQE922xttsG-WWg,23028.0,11981.0,11431.0
WPPmpk-WbG3n49uuYX-uSQ,10345.0,4914.0,4803.0
EUqCIk70-jb8BKKKfP2wQA,25836.0,14357.0,13749.0
-hL-b301EFFrHIjiTYGGXA,30202.0,15591.0,14845.0
asJbp6UNO6OnelAcU6s8Ew,24490.0,10638.0,10177.0
PHRBzNoeIqQCTRLP5PvpZg,25931.0,15161.0,14280.0
WnKo4iXs5xPceY5PrZO1oA,23028.0,11981.0,11431.0
3zbSWZEQU7MzcuTzsU_7mA,24490.0,10638.0,10177.0
xwZuGqSiPcyMlU6PEWQK9Q,23028.0,11981.0,11431.0
nSq1wDwr6RalNpFMZtt_GQ,35439.0,14358.0,13430.0
1SUqulupcGxHYgmEFIAO7Q,21093.0,12097.0,11357.0
33vPohEYdILThOfee6wDng,28422.0,16429.0,15307.0
lqlhNWQYrZtUlEC54j4SRA,28422.0,16429.0,15307.0
PdBspPLErsUdOacCQw8FqQ,24490.0,10638.0,10177.0
w_fbuHUJL531vlfbHRAJYg,25836.0,14357.0,13749.0
_S2-dXncn0w8vYKP9KHHtA,21093.0,12097.0,11357.0
a5XVf5KcJ1eD7IeEpM1qGg,35439.0,14358.0,13430.0
m-5_nyV6i3mOoDnDsCdK_Q,25836.0,14357.0,13749.0
51Ck-pivbP8X_QRSty1y0Q,25836.0,14357.0,13749.0
iwBFQwIMRmhjKGiC2eoMWA,29843.0,12170.0,11688.0
-D3HHOghCMTcO968XB770w,24490.0,10638.0,10177.0
TQ6LtWUKviieSZDDPwK2iA,29843.0,12170.0,11688.0
_9_K2oblGMnTVKPdYfAJHA,29859.0,16659.0,15849.0
q1GMRWGMQd7Ut1D0NFZlMA,21093.0,12097.0,11357.0
3lYFFpIAWYLune0-Xa0EXg,28422.0,16429.0,15307.0
fpt26V0LGWkvfp5N-zJqLg,28422.0,16429.0,15307.0
YRz1sq0yAy6IF2prw4ynTA,23028.0,11981.0,11431.0
yMWNRex4FFMeIaLvtG0a0Q,28422.0,16429.0,15307.0
xoslU9yoIFA0Cqv2ybaXrQ,29843.0,12170.0,11688.0
MJCGClJU-Wa75WN5e7g8jg,24490.0,10638.0,10177.0
J_MqT6L5OlwlB_33famyyA,23028.0,11981.0,11431.0
RuXJJtNdyaa3A1nGXEbMcw,28422.0,16429.0,15307.0
9ZBKg9nXQilRJLIp7eJO8A,43294.0,17238.0,16630.0
JKzn7mDPaAC8JDXMoQdMVg,19432.0,14501.0,11834.0
HgSv6M0pJvnaohONQ42gag,25531.0,15764.0,14820.0
RDMDs_Ec1rZATYo4kwfZIA,22941.0,15015.0,13602.0
5LBVJ2_UslInSx5n7D__xQ,22941.0,15015.0,13602.0
PhFAS7YNCZArHY64XVRc_Q,22941.0,15015.0,13602.0
_dgnqH3rz1L_qOGMeihIyA,3457.0,2715.0,2119.0
L7YolEjKoFGWrYNy67PHIA,3457.0,2715.0,2119.0
4lSqXS5Yf8EM2-j0kQg5tg,25531.0,15764.0,14820.0
SJlL7nk1dF4I3yp1oewwvg,19432.0,14501.0,11834.0
ea3whivAzTgVReb155HWLw,25531.0,15764.0,14820.0
QmA6vP2_gnhvinBLzw2wHg,19432.0,14501.0,11834.0
ltrLkXhN7vB_nOtgRcUfHg,15911.0,8846.0,8257.0
3x-wMbYPbuEqqJWIAihwhA,25931.0,15161.0,14280.0
6xVLUcXXCCYQ9Boe8bhdQw,22941.0,15015.0,13602.0
UXBZ52hk0O3Tqeg5q9rluA,15911.0,8846.0,8257.0
VUkpZpwGtVqKyuKqA4yG5Q,3457.0,2715.0,2119.0
WLioe-yVhAnMlkps_YOmcg,25931.0,15161.0,14280.0
tGtebRdfooQLdOUza0xmFg,11071.0,6887.0,6012.0
tlbDEz7YHDo4diBKf8cynQ,11071.0,6887.0,6012.0
9GNwNY3c-Vs1K7ipeckbow,3457.0,2715.0,2119.0
ARBW_mW4nZ_yM5UB7slV1A,19432.0,14501.0,11834.0
fyq8epeeYBXDAeOvBp-xrQ,3457.0,2715.0,2119.0
P2Dc0T_8fDjzeyrXoKbe9Q,15911.0,8846.0,8257.0
g9C_ZSztWJ3sKjfdRL1zFw,22941.0,15015.0,13602.0
NaIF5ywG93q0i25czpCgLA,19432.0,14501.0,11834.0
pvJLYIPXsIQeQHBdvpDJCA,25531.0,15764.0,14820.0
5i27KlDoPPJ7vuHoUTQCGQ,22941.0,15015.0,13602.0
sJOtoLRllr0FCF9dSB4T8A,19432.0,14501.0,11834.0
PtX2KFhcLKZPdjT74kwx3w,21367.0,12345.0,11671.0
p9saqWBDxV-bl9q7ogrjyQ,25531.0,15764.0,14820.0
CHdYr5JJUC3BR8FrMp4jNA,19432.0,14501.0,11834.0
XPNJt0zir6OmimaSk83tCw,15911.0,8846.0,8257.0
CiMi7uJfDDwV68Uz96VNcw,25931.0,15161.0,14280.0
M5GBMYbnZHJK7Xl1MtzfcQ,11071.0,6887.0,6012.0
e9qNHuBx68NEUpL8GiMejQ,30465.0,13690.0,12647.0
Dfi39v93A9gNLH8m8S16kw,25531.0,15764.0,14820.0
JJg_QP3V16k5pQwhQg2oPQ,14047.0,7620.0,7157.0
crWYM-PrW5R9STQ6AsI-2Q,22941.0,15015.0,13602.0
GC74K0WkrbrnjVjnD7QfCA,14047.0,7620.0,7157.0
X88OpBkiVtrXsLYWj8FYWQ,11071.0,6887.0,6012.0
CvaitQbPilPx06hyUrujvQ,19432.0,14501.0,11834.0
xTc-5jMspgLgMq5kcgD_yg,25931.0,15161.0,14280.0
SfdwT-pN-pUW4bvziL0Lyw,22941.0,15015.0,13602.0
QAZblNzNP2GAX7npxTfLiQ,25531.0,15764.0,14820.0
d_8DZLaxpTdAC5WnBl7xAw,25531.0,15764.0,14820.0
X_unrEd0DOcR-FfzHT-Tcg,3457.0,2715.0,2119.0
gzF-Uu4MUFZPOrQ3xi2sXg,11071.0,6887.0,6012.0
rP8Yyz863ScrQAXX_Cvn2w,15911.0,8846.0,8257.0
RgJqstm9YmwVZ2wOYoWwEw,25531.0,15764.0,14820.0
k-U5nVBT17gEXV1WaICCjQ,25531.0,15764.0,14820.0
7HwQotQBlI4vJcwlP8qDqQ,22941.0,15015.0,13602.0
F-ng9mkXy8qF2xqYCxUUYg,22941.0,15015.0,13602.0
-3hB9COlwRVhTf1PLD7sUw,15911.0,8846.0,8257.0
udhKyD5xhY3Tpes9ZeRpgA,30465.0,13690.0,12647.0
udjYDN0FvSs6bNGXb7Ppcw,30465.0,13690.0,12647.0
8IPFmSzIhD6RfY4xEoN9EA,13689.0,8079.0,7630.0
780SvgujDs1ketgMRB_TVw,15911.0,8846.0,8257.0
sbrxL9-Bi1a1iwUZv6LZlw,19432.0,14501.0,11834.0
Dl0aiLB55cpQTHKmDISZag,1961.0,1293.0,1029.0
SoWDqbVvIgRMYFkCBUDVDg,21532.0,12046.0,11493.0
qMfSBBGXlzxUIf76dqhqSA,11071.0,6887.0,6012.0
M9qbIngT0Ya9YfuxKYjPkg,3457.0,2715.0,2119.0
xoW01m1398pfhY21clwhug,15911.0,8846.0,8257.0
AsW25-V4kIkVkAU4AUenRQ,19432.0,14501.0,11834.0
geTmgxQu9Pb5-rOM5Y-S9A,19432.0,14501.0,11834.0
7NN3mRmhrxGUJEA9TVWCRA,25531.0,15764.0,14820.0
kClmBhnrxUqXQHQ9TOIuaQ,1961.0,1293.0,1029.0
ScxhX5He2vVmomGNRooOAA,15911.0,8846.0,8257.0
NRJLMx33E-OeHwCXL94Qog,11071.0,6887.0,6012.0
l0TtnZxfSflGYFInCdCt8w,19432.0,14501.0,11834.0
OlCDunuMWqIFdhLitNy8dQ,11071.0,6887.0,6012.0
aTwCfQO2LB_0821Rs0Ke6w,19432.0,14501.0,11834.0
Mw_pW3aKINhXAi5bJvWCRg,21532.0,12046.0,11493.0
GzxoVBWemKK_oFbM8enklw,1961.0,1293.0,1029.0
ubuoosf1Ozie-p-QKdEwaQ,19432.0,14501.0,11834.0
Sqa1aCNjuAdDau2OpKwAFg,15911.0,8846.0,8257.0
eYmiExDI2DHgYc_rwO4ccQ,25531.0,15764.0,14820.0
IFffK5UJl2B2POSCos9o9g,11071.0,6887.0,6012.0
Xw0QclTW5f4c3REYhmcNvQ,25931.0,15161.0,14280.0
MrC5eeS84YxKtx6MkyxtKQ,19432.0,14501.0,11834.0
N395pu8h3TeYbqe5PCLGEQ,22941.0,15015.0,13602.0
4_s27kzUyuPwGQyz8NGuSg,15911.0,8846.0,8257.0
HSaH-ndgYCoBLzomTEoGKw,19432.0,14501.0,11834.0
YMyhqkLQbypuQA4Aj20gdg,25931.0,15161.0,14280.0
LguCrlJZ63-WZpuriZp5Pg,19432.0,14501.0,11834.0
C05_xgo2opF5o2syH3cAJg,21532.0,12046.0,11493.0
oGbZzfmojzpPGClN1xl8_w,1961.0,1293.0,1029.0
q5Xoie8PVwrUiEyQnHu2Rg,3457.0,2715.0,2119.0
KEC7Ip_nNgpz0G3tqExpaQ,19432.0,14501.0,11834.0
wUXgP7ovSS3p-6k2vLwAdA,19432.0,14501.0,11834.0
37U0FrU4pStMHGsvq3B9qQ,19432.0,14501.0,11834.0
YyYwDJXQeYqnndPjd0HjUw,25931.0,15161.0,14280.0
-movHgw5J8_X8l195k_whQ,25931.0,15161.0,14280.0
Fe1GEO_gbphVDRp7Yr2S0Q,22941.0,15015.0,13602.0
2ReHBO99CCJjzVqto9Mfkw,15911.0,8846.0,8257.0
-odtOcgPKHqe89XZSVUAwA,11071.0,6887.0,6012.0
BtNr3g9oX1iDjshq_plVYw,25531.0,15764.0,14820.0
lMK4SaIA9XNc4RP1OPF-MA,25531.0,15764.0,14820.0
cqnJWVfQ1kU-gUhXPC_Hbg,3457.0,2715.0,2119.0
3bx6Se8Fu8D6tzGfpW2oqQ,3457.0,2715.0,2119.0
gfYSsT4dTMMufyjbsFNPjA,21532.0,12046.0,11493.0
LaDR0oIwo_7bWea573btfQ,11071.0,6887.0,6012.0
0gUfHbaPOZ34U9oAP2dd0w,15911.0,8846.0,8257.0
rEY5Of2_sKUOlhHAh_scgg,25531.0,15764.0,14820.0
Wj40DIDcL_rBBouhb6NXdg,25531.0,15764.0,14820.0
AzmubKU1fcxnUlnSkgAxsg,25931.0,15161.0,14280.0
YZwtBSnVXk9CaH2buM-pcQ,25531.0,15764.0,14820.0
XaBiq9xcAhvb8e2dENBC5w,3457.0,2715.0,2119.0
LkM6Wb93kuyRZyEcKm_uaA,19432.0,14501.0,11834.0
vwpc-fR8Dr3bjk9S_IjMxw,25931.0,15161.0,14280.0
pPOVNQwSi0UjS5bzE8oYFg,13689.0,8079.0,7630.0
qdIkLHhfOHAeuiYApw1miA,19432.0,14501.0,11834.0
HuRR3StNYzZ3o4vIwmj7Ag,14047.0,7620.0,7157.0
UdJPC-uE0p82ktbnOHP61w,19432.0,14501.0,11834.0
GhUnpqxN-5ta0IyD0MngaA,30465.0,13690.0,12647.0
tvmKrU0qwXI7mV6XnefRYg,22941.0,15015.0,13602.0
4Af4jxTcRFvKWqSVBZK4dw,19432.0,14501.0,11834.0
g2tqRwPWHCWtr_SEEAECoQ,3457.0,2715.0,2119.0
fed3-XYwiuK-lbU2sjOCZw,25931.0,15161.0,14280.0
iub3AeH-JLQC_TBbXItctw,17382.0,8657.0,8280.0
-mQrL-pfyacw9jSx4YbSPQ,11071.0,6887.0,6012.0
MvPUPIJ4pKhI3F4gn0V97A,19432.0,14501.0,11834.0
kpW9AagA1yinv2iQIhZ1yQ,11071.0,6887.0,6012.0
6ZlNip_ZXYzb-dlzqGkC4g,1961.0,1293.0,1029.0
79S7es5rTbHxeyBNYrSNUg,19432.0,14501.0,11834.0
FMUzAo51ti2PS4va9VyTsA,19432.0,14501.0,11834.0
S2IYRroiPylG4edWB8Jndg,25931.0,15161.0,14280.0
i_JJHaVhPdQHgi4qcQDp_g,11071.0,6887.0,6012.0
YPpFlvaOMpCHQcARoVBN5w,19432.0,14501.0,11834.0
2yXIl7y0fvIh8Tjob6NF_A,25531.0,15764.0,14820.0
v-w9fF91VUFwuCbVc3atUA,1961.0,1293.0,1029.0
t4D4LssTna6Onhs1z4bAOQ,11071.0,6887.0,6012.0
dua8728HOP3iBJrRj_YAFg,15911.0,8846.0,8257.0
4FYJ6pJWYsF0FIhOONUf1g,19432.0,14501.0,11834.0
om3ZJHszbwlhFskOGPwHSw,11071.0,6887.0,6012.0
hxzRjQGTCTYhuLQl7bfabw,25531.0,15764.0,14820.0
D5zcXx5399TxpjHFxa4uaA,19432.0,14501.0,11834.0
Fo4EsFdje95EjZSIhpUPPg,25531.0,15764.0,14820.0
iXzM2bBM4EzCtAlkR0woLQ,30465.0,13690.0,12647.0
rWisQFx8i2FZwC55tMXnTg,15911.0,8846.0,8257.0
_3sNofnObV-N80chxyRvmg,19432.0,14501.0,11834.0
wdDKtoogHQ9ypnTVcVX6ZQ,3457.0,2715.0,2119.0
H-q09bPKnXaBW0NGuhb09A,11071.0,6887.0,6012.0
tuQnF4CaDDd1pLDF51XD6w,25931.0,15161.0,14280.0
vxd3mTAaWfuAN2_F1lZNpg,25931.0,15161.0,14280.0
QQ0AKywLmfPp8fBd8nhHMA,25531.0,15764.0,14820.0
8H-ZzMp0lvc_4GkrAxi3oA,22941.0,15015.0,13602.0
ovTdULs6nhKyBXUzsC553w,19432.0,14501.0,11834.0
wztXvk_Wb0pW6nqNW_dhgA,15911.0,8846.0,8257.0
NQR74d-x7QIhgYg125zd6A,25931.0,15161.0,14280.0
dXTtIvLU7RbDFVYgyi6BEQ,13689.0,8079.0,7630.0
Opf78vhfwQmHjK7ayrSyvQ,25931.0,15161.0,14280.0
cNB5VeEwJZ6fwuOpAPoi_A,3457.0,2715.0,2119.0
DW5p-w9ntpxZlLNMkY9ShA,1961.0,1293.0,1029.0
M6vOVrkUJf2mt6ZG0UZEOA,25531.0,15764.0,14820.0
MPp91qicKlkhaDtmzNUeSQ,3457.0,2715.0,2119.0
Ec7aCc8MdT0gGpZeoVpPwA,27414.0,16574.0,15497.0
-YPRd3iiS7D2DCP6Nt5W6w,30465.0,13690.0,12647.0
6Tdz7MvJA5eLBAWOV3fW_A,19432.0,14501.0,11834.0
gu7hgnFVCPcP6s1KmKix9A,25531.0,15764.0,14820.0
hUN-pN1L9mwTMRMOZ8TrIA,25531.0,15764.0,14820.0
YNI19jUtGNLY1GWFwtxjXw,15911.0,8846.0,8257.0
sF02HPupaX8L8H2GjW7SOQ,3457.0,2715.0,2119.0
FE201gQQTaO47K3Njo6qqA,3457.0,2715.0,2119.0
CQfhRg48QRPWldVXPXeIQA,22941.0,15015.0,13602.0
7uWSZpD_pJzLh4ciYT8dgg,17361.0,9052.0,8597.0
FLrYYxVRCcq_AVgDuc4zUg,17361.0,9052.0,8597.0
Gi4WkWbJ0xMPC8wuOb6XqA,3457.0,2715.0,2119.0
4KOlK2p7ht4lpcsnDVL-TA,22941.0,15015.0,13602.0
RvSLUPTv6SeG6US8wesSgA,30465.0,13690.0,12647.0
iG5AOfpR0-e3-bdZLpKDMg,30465.0,13690.0,12647.0
gPaXFxeYTfEEshyQEt79xQ,11071.0,6887.0,6012.0
DaJFuBHnP-E66UPvnD7ORg,19432.0,14501.0,11834.0
0AGsxMB73K_yCKnfMbk6BA,11071.0,6887.0,6012.0
ugVWHIoW0wBMUEEHeoxzqg,22941.0,15015.0,13602.0
AbTUfq23e0eTTDE5bDn57Q,15911.0,8846.0,8257.0
uQOBg3NRyrC767zEr1LIgQ,3457.0,2715.0,2119.0
_Kt9FiPAehAuiJOIv94MaA,30465.0,13690.0,12647.0
o1Aw1wMp038FOli7qSGCmQ,19432.0,14501.0,11834.0
DIPsqt8b5HdfhjnfJERpuA,25931.0,15161.0,14280.0
gpR2JOF5SDwwOa24lKcvdw,11071.0,6887.0,6012.0
va9oGHyoz6AHzDbfo-f0ow,11071.0,6887.0,6012.0
iCk7zLpWLyWQzF5VigCesw,25931.0,15161.0,14280.0
p-wP-xSWq5GPw1Q5jxv2nA,30465.0,13690.0,12647.0
BDYnpS1f_gJb1geqJ6LqKg,25531.0,15764.0,14820.0
DFwSv34rvtChqL-Rpw9Nyg,21367.0,12345.0,11671.0
_ED-tcE-bsR7oFYWZwvUAQ,11071.0,6887.0,6012.0
TIO-4bW-BTsDniiUWbvA6g,19432.0,14501.0,11834.0
cCWyDYSMG0R2zXw9C3ATpA,27414.0,16574.0,15497.0
pUHxbf2_Dz9ky76PJRuf-g,25931.0,15161.0,14280.0
ycnc3TWf1cfk2oQGIbiWbg,18846.0,8680.0,8233.0
qM2I6EnvzeVDN93StYkIYA,3457.0,2715.0,2119.0
ewbC_cJYV158EtCyokaYzQ,19432.0,14501.0,11834.0
FTkaKbqXH7a-Zb10fSfuxw,3457.0,2715.0,2119.0
ZOSpO_l3HNI1Tx9URtwtiA,25531.0,15764.0,14820.0
tydGKeW_59_X9U9_ZjVVrQ,25531.0,15764.0,14820.0
ymYjuX6qGWa8WR3BNMoaCg,11071.0,6887.0,6012.0
wHkZvUubhxA-riQlnpa7QQ,11071.0,6887.0,6012.0
E9Uleq1P0ZSILv2YUWW_JQ,5.0,2.0,2.0
VaSJLEck3ckpO1JrVSsAgw,25531.0,15764.0,14820.0
4tyWjdqY-g4NwTEW3xqeig,15911.0,8846.0,8257.0
jBoJrrdIn6yhZ_xLdNwI3Q,18846.0,8680.0,8233.0
-_dUKWjUsg1CpjGKL7yf4Q,25931.0,15161.0,14280.0
k0HMz_0Q7EJDx3w4TWwsSw,21532.0,12046.0,11493.0
qWbX0EYvsxh3nG3G0OYSUg,19432.0,14501.0,11834.0
IfOO5jX0C0n30UMISOYgSQ,25931.0,15161.0,14280.0
BVraN-4w40S0QNbZeIifEw,22941.0,15015.0,13602.0
pSBWzmqot25Bs9hWmxmKtQ,3457.0,2715.0,2119.0
l2qn8PwSZMooCQlTfbUDiw,13689.0,8079.0,7630.0
0dC-uC4Lf-Ks4DEID22X8w,19432.0,14501.0,11834.0
GXChfQV3sWq9nEE9I6PMFA,25531.0,15764.0,14820.0
S_2ASYQGNId-xKpXsELvvg,25531.0,15764.0,14820.0
iELz6hVe6TRQA53VoYZAWg,25531.0,15764.0,14820.0
3FHNMT6IX1j60cutRxkKCQ,11071.0,6887.0,6012.0
_bSqKmqRT_yKR1F0Nvhn_g,21367.0,12345.0,11671.0
OyoCiLUYzbrtVw_X4tOJLg,15911.0,8846.0,8257.0
ZJtWBx-VKuchOrr83ss1jg,21532.0,12046.0,11493.0
tt1qejxPo8RVeA5shSsnew,19432.0,14501.0,11834.0
vAeB5D_us9PSOMHKngBFVg,19432.0,14501.0,11834.0
S_tTop2PY4VvDw65fMy7KA,25531.0,15764.0,14820.0
7lSQXiyPGrtfnCg8ym1Kmg,25531.0,15764.0,14820.0
dXezFE77X4sQyqGBMbeECg,19432.0,14501.0,11834.0
nXw5uL5_afxZ33ZFB4U0AQ,25931.0,15161.0,14280.0
G6gnepCj86TOkGmZCVvFcw,3457.0,2715.0,2119.0
0Z3dCshAfz2GvRwUVkMOSQ,3457.0,2715.0,2119.0
JAo2cxPYptI2TcXGQJEXwg,15911.0,8846.0,8257.0
KjtmgrvRyTd5sCZZqAM8vA,11071.0,6887.0,6012.0
R2vqYVQcs-lIMFRfCi09ww,25931.0,15161.0,14280.0
7GNCm1Nl2NOBu31bjkOhcQ,19432.0,14501.0,11834.0
OEUsocN6BKJs5EobfZDzQw,21532.0,12046.0,11493.0
qpOTWkxCB3WUUaDodcioZg,22941.0,15015.0,13602.0
PlvLBbxdE7det2fVE0JFQQ,21367.0,12345.0,11671.0
lrQFqkhP8RLdDzf7orT8MA,22941.0,15015.0,13602.0
isCu7-P3Ky1Mw6d0jbFM0A,1961.0,1293.0,1029.0
ZyqsXaby0GSqliXglIPHCQ,25931.0,15161.0,14280.0
fUlzYKXFTMFEDQtjzm6GXA,19432.0,14501.0,11834.0
TveZGK-lNHKRj2dDv7UX2g,28965.0,16083.0,14899.0
fxvBTblqVJSlWdPM7ToGXg,30465.0,13690.0,12647.0
UVrOL4AzIhRtINkE7NWu0w,27414.0,16574.0,15497.0
5WtDMaiqDn9WXEpvQ2ZTLA,30465.0,13690.0,12647.0
zP5XWExdUaojm3Ps7nKYnQ,3457.0,2715.0,2119.0
yxgG3R0wouFYH9qvY2Ad7w,19432.0,14501.0,11834.0
xG9mx11oq0dauhV7xG49bQ,21367.0,12345.0,11671.0
DUnvDvY-jdG2H_Nqae3mWA,11071.0,6887.0,6012.0
F6kJ7Uv-jR71GemsUqqS3A,30465.0,13690.0,12647.0
2tYi9sxtHGiw0WRIfgqtnA,19432.0,14501.0,11834.0
9AqVhBxT8orAbLbxZ9XOrA,13689.0,8079.0,7630.0
p2XhSODHjatBgzADBV4xvw,1961.0,1293.0,1029.0
Vh1mEIOMbvui6_8ZwxlZuw,19432.0,14501.0,11834.0
6lTR9DQzYfuMT_088w0mxw,25931.0,15161.0,14280.0
WUZqvnSTbv-oFvAcXkDWcA,19432.0,14501.0,11834.0
zJxm1QC9iuzf8ZhKKokXww,15911.0,8846.0,8257.0
uJtLfYj2yz5C-6YgQPHJYg,11071.0,6887.0,6012.0
G--8AHEI7dwQlE2QOsUHbA,25931.0,15161.0,14280.0
g2Z0KJTP67LkcY0E2nWHbw,3457.0,2715.0,2119.0
PuWwxtvKoIKm5THqGTVq8w,15911.0,8846.0,8257.0
R_ekO9XwEL4ptDHcwOTvRQ,19432.0,14501.0,11834.0
RbntYkhaz2BI_Zx9vz6BeQ,3457.0,2715.0,2119.0
S2kUbhLOVYTRChXSQ7qoNw,19432.0,14501.0,11834.0
KvH0MN2F6J3oBAOibsBjEQ,21532.0,12046.0,11493.0
XorWmUx7OVOdZb60Gui7jA,15911.0,8846.0,8257.0
fTX1h7aONCN8whyUjwkc4w,21532.0,12046.0,11493.0
FIDnkERccXF2-6ikAPP5PA,22941.0,15015.0,13602.0
3BM0IrC7neCttDhM08lYAQ,19432.0,14501.0,11834.0
xSPyyqRWx8r4UhSymexgLw,25931.0,15161.0,14280.0
PuhC-Ndh4ZO3BWgR66pDCQ,30465.0,13690.0,12647.0
iSUl71PQX_ruUlTsXX8f1A,19432.0,14501.0,11834.0
hOWOQ0lc6sM_vqkf-fLgZA,1961.0,1293.0,1029.0
7tRWa7ivUi6_PqaPD4MQpQ,11071.0,6887.0,6012.0
gsbhWIEfdq8jdtmUFU1E2A,11071.0,6887.0,6012.0
oZRp4tgNT1jORygRKOKXJA,19432.0,14501.0,11834.0
OfM8lY5Dtawbf0En6acrrw,19432.0,14501.0,11834.0
gXMCRQToSoCnN95KSID54Q,11071.0,6887.0,6012.0
DL5d0rJbMuYO6ECkQzWMqw,3457.0,2715.0,2119.0
0iEG_7VJVb_c-ecQlbuNKw,1961.0,1293.0,1029.0
sXi4h612cMeBDEorQM5a-w,22941.0,15015.0,13602.0
MLyUkBjol7DFXVtSCZxFvg,19432.0,14501.0,11834.0
pSASlolrVjdGzPpirqN57A,22941.0,15015.0,13602.0
gTn_kgLtX-wsj7TPTq47mA,11071.0,6887.0,6012.0
1kyEOjhNcvHbeHtHKtwHyw,13689.0,8079.0,7630.0
R67OYGn_PsQbJguxWmjcnQ,25531.0,15764.0,14820.0
rAt2pUR0vgx6ZO7uNbd-4g,13689.0,8079.0,7630.0
9jQErGYcc6iWHhjg2zIU8Q,25931.0,15161.0,14280.0
TjUv5_gMuunKIi25qjeQfg,15911.0,8846.0,8257.0
vVkUX20mPDNG0CKD0l-pRA,11071.0,6887.0,6012.0
gzNHLU7fLU_tHEMyAfbw4g,3457.0,2715.0,2119.0
Yz_5BP77Ml3TaEMycEq1Ig,25531.0,15764.0,14820.0
lhFzBcm5AseL2Y-72xisow,15911.0,8846.0,8257.0
WX89Rq2O_ri18jao1Gl0yg,3457.0,2715.0,2119.0
4LMT9HotLWevmAQ8xgc4VQ,25531.0,15764.0,14820.0
vfrSBZfmejxUJxtFIHHucA,25531.0,15764.0,14820.0
