business_id,closest_mstop_dist,closest_mstop_id,closest_mstop_type,closest_bstop_dist,closest_bstop_id,closest_bstop_type
No_yhpCxnTIbPREPu-7d5w,0.00267142097207,20,metro,0.000583169795165,121274,bus
DEV3v5osDOnqaToH7zhLAA,0.0271588007541,21,metro,0.00142441637172,1701551,bus
9eDgQCBSwsM2ipAEqJtijA,0.00660607469001,25,metro,0.000244824855771,120853,bus
dFEN3l7D-ukjGz4eDzlzKw,0.0032434491425,21,metro,0.000248935212475,120904,bus
4B3fxCfIQqUb-mSI2b2SIg,0.0219048305997,26,metro,0.000131940137936,115084,bus
jdya5JGhDwisyzHTJZy7QA,0.0332970069769,20,metro,0.00208599089643,1600983,bus
yRwiB5yr8FZmMV95hb-FRA,0.00348606805441,19,metro,0.00146051274557,142730,bus
3IQklarg7couxZURv-UBHA,0.00348606805441,19,metro,0.00146051274557,142730,bus
8AfCqrr-aQtPg0JdGor9og,0.0175173134279,24,metro,0.000295994138447,116554,bus
rktD-6bsUPD8vEoK2MrUcA,0.00429978102698,23,metro,0.000770840502316,120974,bus
btSNykS8wnIjb5sspEVh_Q,0.0042423576134,26,metro,0.00168976203059,120488,bus
kGzeAO3S76mkv9O_Q9bWsQ,0.0104028999899,64,metro,0.000743341644227,110182,bus
YrsP2kYz8U8PfhFdF9-0dg,0.0377147330162,64,metro,0.00152064475799,1701699,bus
b-zECNSSEXAyYo_z2Z3_Zw,0.047244609992,64,metro,0.00163951556869,1701870,bus
0RsYRnk0z2Y_GbK7fB9nLQ,0.0172658059071,23,metro,0.000704471731158,122344,bus
vJtlcSMiNgvHI1i_rL1K2Q,0.0480194553457,19,metro,0.000399787568597,1600717,bus
pj2vO-JQWgV5cqqLu1GCuw,0.00903619900457,25,metro,0.000411953941604,121222,bus
WvZU5CF7jnBfsS5ah6sp1Q,0.0105104530407,64,metro,0.000469672779707,109594,bus
tRVmSSQnA7PFrmCJ_iTJ1A,0.0068365899292,26,metro,0.000628280399182,101450,bus
x0vX7Iq6zpO54YDeMB4Rrw,0.00771671790661,22,metro,0.000806620139853,121492,bus
Gt76NQ7VGD3ijC_VUTsusg,0.00239488446904,21,metro,0.000465532834496,120582,bus
5ezeormfQE922xttsG-WWg,0.00438624140923,22,metro,0.000373402329926,125269,bus
WPPmpk-WbG3n49uuYX-uSQ,0.035759499565,18,metro,0.000758261129155,1603160,bus
EUqCIk70-jb8BKKKfP2wQA,0.0214683980933,26,metro,0.000388080519997,115252,bus
-hL-b301EFFrHIjiTYGGXA,0.0275314131931,21,metro,0.000791713843512,115164,bus
asJbp6UNO6OnelAcU6s8Ew,0.0326649832183,21,metro,0.000435236315115,1701482,bus
PHRBzNoeIqQCTRLP5PvpZg,0.00671146348261,5,metro,0.000778032046494,109361,bus
WnKo4iXs5xPceY5PrZO1oA,0.000980920221018,21,metro,0.000361080434248,120737,bus
3zbSWZEQU7MzcuTzsU_7mA,0.0306525623416,21,metro,0.00144689387595,1701730,bus
xwZuGqSiPcyMlU6PEWQK9Q,0.0039445058702,22,metro,0.000676938815547,120390,bus
nSq1wDwr6RalNpFMZtt_GQ,0.00956025255419,64,metro,0.00132693545435,126692,bus
1SUqulupcGxHYgmEFIAO7Q,0.0073630882556,22,metro,0.000910902552417,119681,bus
33vPohEYdILThOfee6wDng,0.0076881685784,25,metro,0.000318819525747,121124,bus
lqlhNWQYrZtUlEC54j4SRA,0.00861734051143,25,metro,6.38802786547e-05,121224,bus
PdBspPLErsUdOacCQw8FqQ,0.0324869016199,21,metro,0.000482707142796,1701509,bus
w_fbuHUJL531vlfbHRAJYg,0.0212929629211,26,metro,0.000229739330551,115402,bus
_S2-dXncn0w8vYKP9KHHtA,0.0114133767996,23,metro,0.000691390027404,121574,bus
a5XVf5KcJ1eD7IeEpM1qGg,0.0135904416183,62,metro,0.00155174410905,131822,bus
m-5_nyV6i3mOoDnDsCdK_Q,0.0214416570204,26,metro,0.000158373545763,115294,bus
51Ck-pivbP8X_QRSty1y0Q,0.0211928114117,26,metro,0.000253169765204,115404,bus
iwBFQwIMRmhjKGiC2eoMWA,0.0175632751644,64,metro,0.000417906329225,1700874,bus
-D3HHOghCMTcO968XB770w,0.0266638779625,21,metro,0.00141653379769,116533,bus
TQ6LtWUKviieSZDDPwK2iA,0.0233545867874,64,metro,0.000268302087203,1700997,bus
_9_K2oblGMnTVKPdYfAJHA,0.0198671563592,64,metro,0.000585752507463,142235,bus
q1GMRWGMQd7Ut1D0NFZlMA,0.00572685981843,22,metro,0.000394009365367,119900,bus
3lYFFpIAWYLune0-Xa0EXg,0.0118262083738,27,metro,0.000617854432693,121292,bus
fpt26V0LGWkvfp5N-zJqLg,0.00728728777598,26,metro,0.000572240272957,118162,bus
YRz1sq0yAy6IF2prw4ynTA,0.00187618830612,19,metro,0.000356434790672,121342,bus
yMWNRex4FFMeIaLvtG0a0Q,0.00338643147279,26,metro,0.000113971575421,118894,bus
xoslU9yoIFA0Cqv2ybaXrQ,0.0129222007665,64,metro,0.000913891049297,110494,bus
MJCGClJU-Wa75WN5e7g8jg,0.0327322064305,21,metro,0.000402516099055,1701493,bus
J_MqT6L5OlwlB_33famyyA,0.00289153525484,20,metro,0.000552893416494,121274,bus
RuXJJtNdyaa3A1nGXEbMcw,0.00415582552329,24,metro,0.000314775761472,120512,bus
9ZBKg9nXQilRJLIp7eJO8A,0.0613154068875,18,metro,0.000596132015583,112626,bus
JKzn7mDPaAC8JDXMoQdMVg,0.00174062145513,30,metro,2.23617977787e-05,117191,bus
HgSv6M0pJvnaohONQ42gag,0.002993196614,9,metro,0.000960258491251,114231,bus
RDMDs_Ec1rZATYo4kwfZIA,0.00266815005951,11,metro,0.000495597356732,118962,bus
5LBVJ2_UslInSx5n7D__xQ,0.00101810861048,29,metro,0.000606706387687,119564,bus
PhFAS7YNCZArHY64XVRc_Q,0.00710498713934,9,metro,0.000346969234944,115191,bus
_dgnqH3rz1L_qOGMeihIyA,0.00571898985836,13,metro,0.00114669307139,141697,bus
L7YolEjKoFGWrYNy67PHIA,0.00439716239522,13,metro,0.000441906019416,119594,bus
4lSqXS5Yf8EM2-j0kQg5tg,0.00378243445417,9,metro,0.000597291218742,114653,bus
SJlL7nk1dF4I3yp1oewwvg,0.00723680008361,10,metro,0.000444159487117,115474,bus
ea3whivAzTgVReb155HWLw,0.00932517837686,8,metro,0.000849896676071,114153,bus
QmA6vP2_gnhvinBLzw2wHg,0.00550835047269,10,metro,0.000590018584464,115941,bus
ltrLkXhN7vB_nOtgRcUfHg,0.00954824175698,8,metro,0.000209837198789,111914,bus
3x-wMbYPbuEqqJWIAihwhA,0.00358000045809,61,metro,0.000639806126881,108722,bus
6xVLUcXXCCYQ9Boe8bhdQw,0.00752734135801,29,metro,0.000342983848014,118663,bus
UXBZ52hk0O3Tqeg5q9rluA,0.0054754135442,7,metro,0.000192404989535,111112,bus
VUkpZpwGtVqKyuKqA4yG5Q,0.00363049155486,13,metro,0.000435101516888,127123,bus
WLioe-yVhAnMlkps_YOmcg,0.000544567718475,5,metro,0.00052059293119,109041,bus
tGtebRdfooQLdOUza0xmFg,0.00819768900362,9,metro,0.000347583946699,114451,bus
tlbDEz7YHDo4diBKf8cynQ,0.00481636890718,10,metro,0.000820452832286,144511,bus
9GNwNY3c-Vs1K7ipeckbow,0.00380699385998,14,metro,0.000647768206989,118581,bus
ARBW_mW4nZ_yM5UB7slV1A,0.00541703993894,32,metro,0.00304611032302,115673,bus
fyq8epeeYBXDAeOvBp-xrQ,0.00244030752372,13,metro,0.00108131749743,127123,bus
P2Dc0T_8fDjzeyrXoKbe9Q,0.00706945094685,7,metro,8.1244630593e-05,111551,bus
g9C_ZSztWJ3sKjfdRL1zFw,0.00088528585779,29,metro,0.000483681765209,119564,bus
NaIF5ywG93q0i25czpCgLA,0.00416033546963,11,metro,0.00149369154111,143207,bus
pvJLYIPXsIQeQHBdvpDJCA,0.000830941231374,9,metro,0.00048976619932,113751,bus
5i27KlDoPPJ7vuHoUTQCGQ,0.00169196067626,11,metro,0.000239876489045,118482,bus
sJOtoLRllr0FCF9dSB4T8A,0.00378932915567,11,metro,0.00149974166109,143207,bus
PtX2KFhcLKZPdjT74kwx3w,0.0144437759,7,metro,5.45366848988e-05,112533,bus
p9saqWBDxV-bl9q7ogrjyQ,0.0010279499015,9,metro,0.00055609531557,113751,bus
CHdYr5JJUC3BR8FrMp4jNA,0.00449838956295,11,metro,0.00114284113506,117434,bus
XPNJt0zir6OmimaSk83tCw,0.0084414944992,9,metro,0.000335797826086,112933,bus
CiMi7uJfDDwV68Uz96VNcw,0.00236081803195,5,metro,0.00104948262492,126594,bus
M5GBMYbnZHJK7Xl1MtzfcQ,0.00519003075521,10,metro,0.000957669274859,115862,bus
e9qNHuBx68NEUpL8GiMejQ,0.0106970008442,8,metro,0.0002706648481,112123,bus
Dfi39v93A9gNLH8m8S16kw,0.00429516204153,8,metro,8.42629212283e-05,113773,bus
JJg_QP3V16k5pQwhQg2oPQ,0.00136334166664,4,metro,0.000547893146522,107264,bus
crWYM-PrW5R9STQ6AsI-2Q,0.00120752362524,29,metro,0.000824695332885,119564,bus
GC74K0WkrbrnjVjnD7QfCA,0.000620643827008,3,metro,7.98408416706e-05,105914,bus
X88OpBkiVtrXsLYWj8FYWQ,0.0062241544743,9,metro,0.00101759909593,115191,bus
CvaitQbPilPx06hyUrujvQ,0.0034883504368,11,metro,0.00135442060306,118102,bus
xTc-5jMspgLgMq5kcgD_yg,0.00236081803195,5,metro,0.00104948262492,126594,bus
SfdwT-pN-pUW4bvziL0Lyw,0.00718353559689,9,metro,0.000243503375041,115191,bus
QAZblNzNP2GAX7npxTfLiQ,0.0101340062882,9,metro,0.00076770231862,115344,bus
d_8DZLaxpTdAC5WnBl7xAw,0.00346110054463,9,metro,0.000418321622673,114242,bus
X_unrEd0DOcR-FfzHT-Tcg,0.0060853419567,13,metro,0.00166653608721,131633,bus
gzF-Uu4MUFZPOrQ3xi2sXg,0.00485599512047,9,metro,0.000165942791341,114651,bus
rP8Yyz863ScrQAXX_Cvn2w,0.00954358424753,8,metro,0.00019344789996,111914,bus
RgJqstm9YmwVZ2wOYoWwEw,0.00530841901227,9,metro,0.000150098001324,115032,bus
k-U5nVBT17gEXV1WaICCjQ,0.00233339304019,9,metro,0.000280084058808,114231,bus
7HwQotQBlI4vJcwlP8qDqQ,0.00262100153757,10,metro,0.000983915169106,117172,bus
F-ng9mkXy8qF2xqYCxUUYg,0.0023785488391,29,metro,0.000307982109872,119204,bus
-3hB9COlwRVhTf1PLD7sUw,0.00936085814121,7,metro,0.000676440936083,111643,bus
udhKyD5xhY3Tpes9ZeRpgA,0.0094141720321,7,metro,0.000555259083678,110702,bus
udjYDN0FvSs6bNGXb7Ppcw,0.0097862422819,7,metro,7.30616178311e-05,110702,bus
8IPFmSzIhD6RfY4xEoN9EA,0.0128371359053,9,metro,0.000140407442828,115592,bus
780SvgujDs1ketgMRB_TVw,0.00978868645937,8,metro,0.000939226170848,112121,bus
sbrxL9-Bi1a1iwUZv6LZlw,0.00451901009071,10,metro,0.000685528701064,117434,bus
Dl0aiLB55cpQTHKmDISZag,0.00063316805037,13,metro,0.000812610472503,118708,bus
SoWDqbVvIgRMYFkCBUDVDg,0.0034966949109,61,metro,0.000336578816913,108722,bus
qMfSBBGXlzxUIf76dqhqSA,0.0082272855092,10,metro,0.000195875598282,115221,bus
M9qbIngT0Ya9YfuxKYjPkg,0.00481266053655,12,metro,0.000451880780738,141604,bus
xoW01m1398pfhY21clwhug,0.0110592853775,7,metro,0.000775383169792,111582,bus
AsW25-V4kIkVkAU4AUenRQ,0.00307609615768,11,metro,0.000907949603821,118102,bus
geTmgxQu9Pb5-rOM5Y-S9A,0.00534312045531,31,metro,0.000230273315871,101391,bus
7NN3mRmhrxGUJEA9TVWCRA,0.00115419046088,9,metro,0.000495046280674,113751,bus
kClmBhnrxUqXQHQ9TOIuaQ,0.00302157433136,14,metro,0.000194267444519,117285,bus
ScxhX5He2vVmomGNRooOAA,0.0095750939943,8,metro,0.000212322867343,111913,bus
NRJLMx33E-OeHwCXL94Qog,0.00872169099028,10,metro,0.000978507194657,115221,bus
l0TtnZxfSflGYFInCdCt8w,0.00348202042786,11,metro,0.00130193066637,118102,bus
OlCDunuMWqIFdhLitNy8dQ,0.00615655915589,9,metro,0.000427290814316,114082,bus
aTwCfQO2LB_0821Rs0Ke6w,0.00235329386181,10,metro,0.000844313330465,116984,bus
Mw_pW3aKINhXAi5bJvWCRg,0.00623040177278,4,metro,0.000498654439465,107961,bus
GzxoVBWemKK_oFbM8enklw,0.00295967645867,14,metro,0.000508878315518,118223,bus
ubuoosf1Ozie-p-QKdEwaQ,0.00236085693128,30,metro,0.000804137332796,117811,bus
Sqa1aCNjuAdDau2OpKwAFg,0.00898995679911,7,metro,0.000214235034489,111643,bus
eYmiExDI2DHgYc_rwO4ccQ,0.00519515125188,8,metro,0.000259273851366,112211,bus
IFffK5UJl2B2POSCos9o9g,0.00843175099846,9,metro,0.000491737429929,114451,bus
Xw0QclTW5f4c3REYhmcNvQ,0.00406985741764,6,metro,0.000233050209185,110722,bus
MrC5eeS84YxKtx6MkyxtKQ,0.00377537812675,12,metro,4.91629942171e-05,118622,bus
N395pu8h3TeYbqe5PCLGEQ,0.00255514470236,11,metro,0.000469548133849,118974,bus
4_s27kzUyuPwGQyz8NGuSg,0.00640547904922,7,metro,0.00038984080085,111751,bus
HSaH-ndgYCoBLzomTEoGKw,0.00409856926264,10,metro,0.000105671075835,117434,bus
YMyhqkLQbypuQA4Aj20gdg,0.00408146701322,6,metro,0.000794510780292,141394,bus
LguCrlJZ63-WZpuriZp5Pg,0.00527432216784,31,metro,0.000610382609534,116626,bus
C05_xgo2opF5o2syH3cAJg,0.00577389947349,61,metro,0.000596479781715,132751,bus
oGbZzfmojzpPGClN1xl8_w,0.00123647858858,13,metro,0.000690062098647,139135,bus
q5Xoie8PVwrUiEyQnHu2Rg,0.00555560703074,12,metro,0.000147118591618,144045,bus
KEC7Ip_nNgpz0G3tqExpaQ,0.00719860667073,10,metro,0.000670671305486,115474,bus
wUXgP7ovSS3p-6k2vLwAdA,0.0046548815001,10,metro,0.000729736514087,117434,bus
37U0FrU4pStMHGsvq3B9qQ,0.00165602622262,11,metro,0.00108856669525,143783,bus
YyYwDJXQeYqnndPjd0HjUw,0.00230582491312,5,metro,0.000434768363597,109171,bus
-movHgw5J8_X8l195k_whQ,0.00590056181816,5,metro,0.000499825939699,144741,bus
Fe1GEO_gbphVDRp7Yr2S0Q,0.00161492909132,29,metro,0.00122724136582,119564,bus
2ReHBO99CCJjzVqto9Mfkw,0.00735098132564,7,metro,0.00039875236675,111023,bus
-odtOcgPKHqe89XZSVUAwA,0.00678549295483,10,metro,0.000993687596778,115198,bus
BtNr3g9oX1iDjshq_plVYw,0.0051706244826,9,metro,0.000117612669385,115034,bus
lMK4SaIA9XNc4RP1OPF-MA,0.00674067118321,9,metro,0.000374239495513,115272,bus
cqnJWVfQ1kU-gUhXPC_Hbg,0.0055026548229,13,metro,0.0012532200525,141697,bus
3bx6Se8Fu8D6tzGfpW2oqQ,0.00552620326987,13,metro,0.00143165225527,141697,bus
gfYSsT4dTMMufyjbsFNPjA,0.00249776669246,5,metro,0.000389936469177,108932,bus
LaDR0oIwo_7bWea573btfQ,0.00834011188414,9,metro,0.000344129394267,114451,bus
0gUfHbaPOZ34U9oAP2dd0w,0.00663942324679,8,metro,0.000542146520781,112301,bus
rEY5Of2_sKUOlhHAh_scgg,0.00235858400317,8,metro,0.000450192070117,113433,bus
Wj40DIDcL_rBBouhb6NXdg,0.00719905600062,8,metro,0.00185556290651,113932,bus
AzmubKU1fcxnUlnSkgAxsg,0.00419832813035,7,metro,0.000598396265032,110931,bus
YZwtBSnVXk9CaH2buM-pcQ,0.00266103110279,9,metro,0.000264824715617,114244,bus
XaBiq9xcAhvb8e2dENBC5w,0.00449737137114,13,metro,0.00197997657815,127123,bus
LkM6Wb93kuyRZyEcKm_uaA,0.00381775496463,11,metro,0.00149316099935,143207,bus
vwpc-fR8Dr3bjk9S_IjMxw,0.00298420897727,6,metro,0.000721145491559,110112,bus
pPOVNQwSi0UjS5bzE8oYFg,0.0151078553293,9,metro,0.000239340447904,116333,bus
qdIkLHhfOHAeuiYApw1miA,0.00298294856308,10,metro,0.000644812941863,116104,bus
HuRR3StNYzZ3o4vIwmj7Ag,0.0062348218908,4,metro,0.000671909822817,106431,bus
UdJPC-uE0p82ktbnOHP61w,0.00276321077734,11,metro,0.000314912051217,118964,bus
GhUnpqxN-5ta0IyD0MngaA,0.0104643792945,7,metro,0.000148091930915,110222,bus
tvmKrU0qwXI7mV6XnefRYg,0.00171371756425,29,metro,0.000281781635313,131221,bus
4Af4jxTcRFvKWqSVBZK4dw,0.00426496001505,30,metro,0.000730544406599,117434,bus
g2tqRwPWHCWtr_SEEAECoQ,0.00808284006385,13,metro,0.000221603685393,119723,bus
fed3-XYwiuK-lbU2sjOCZw,0.00642384969703,6,metro,0.000924374020609,109841,bus
iub3AeH-JLQC_TBbXItctw,0.0121061970598,2,metro,0.000374998199998,103932,bus
-mQrL-pfyacw9jSx4YbSPQ,0.00836178872431,9,metro,0.000500108190207,114451,bus
MvPUPIJ4pKhI3F4gn0V97A,0.00219985387242,30,metro,0.0015811609216,117811,bus
kpW9AagA1yinv2iQIhZ1yQ,0.00614541956664,9,metro,0.000391893416617,113591,bus
6ZlNip_ZXYzb-dlzqGkC4g,0.00191215748566,13,metro,0.000376318282837,118421,bus
79S7es5rTbHxeyBNYrSNUg,0.00557962547578,31,metro,8.99736072442e-05,101391,bus
FMUzAo51ti2PS4va9VyTsA,0.00183790795199,10,metro,0.000876929666509,116614,bus
S2IYRroiPylG4edWB8Jndg,0.0046913857569,6,metro,0.000864166488585,109833,bus
i_JJHaVhPdQHgi4qcQDp_g,0.00894727202281,9,metro,0.000325769320225,114761,bus
YPpFlvaOMpCHQcARoVBN5w,0.00518118132573,31,metro,0.000475885206763,116626,bus
2yXIl7y0fvIh8Tjob6NF_A,0.00916541106826,9,metro,0.000632084843994,115622,bus
v-w9fF91VUFwuCbVc3atUA,0.00280992751864,14,metro,0.0011961870506,118223,bus
t4D4LssTna6Onhs1z4bAOQ,0.00480321328383,10,metro,0.000663163818367,144511,bus
dua8728HOP3iBJrRj_YAFg,0.00798491673407,7,metro,0.00101736908249,111023,bus
4FYJ6pJWYsF0FIhOONUf1g,0.00325975617364,31,metro,0.000258752611328,116342,bus
om3ZJHszbwlhFskOGPwHSw,0.00626573971452,9,metro,0.000765584332397,114082,bus
hxzRjQGTCTYhuLQl7bfabw,0.00829891608887,8,metro,0.0019851058536,114153,bus
D5zcXx5399TxpjHFxa4uaA,0.00308315589291,10,metro,0.000540749350427,116104,bus
Fo4EsFdje95EjZSIhpUPPg,0.00858078428642,8,metro,0.00162473646172,114153,bus
iXzM2bBM4EzCtAlkR0woLQ,0.0101750125233,7,metro,0.00190748044551,111333,bus
rWisQFx8i2FZwC55tMXnTg,0.00627638104085,8,metro,0.000588019361918,112601,bus
_3sNofnObV-N80chxyRvmg,0.00726514994339,10,metro,0.000763588960103,115474,bus
wdDKtoogHQ9ypnTVcVX6ZQ,0.00578132216452,12,metro,0.00022023117399,141673,bus
H-q09bPKnXaBW0NGuhb09A,0.00607053581573,9,metro,0.000770421890922,113591,bus
tuQnF4CaDDd1pLDF51XD6w,0.00236081803195,5,metro,0.00104948262492,126594,bus
vxd3mTAaWfuAN2_F1lZNpg,0.00236081803195,5,metro,0.00104948262492,126594,bus
QQ0AKywLmfPp8fBd8nhHMA,0.00625422105542,8,metro,0.00194923103043,113602,bus
8H-ZzMp0lvc_4GkrAxi3oA,0.00222222423936,29,metro,0.000167348050489,119204,bus
ovTdULs6nhKyBXUzsC553w,0.00414320240061,10,metro,0.000152724789095,117434,bus
wztXvk_Wb0pW6nqNW_dhgA,0.00624867173805,8,metro,0.000394898075459,112601,bus
NQR74d-x7QIhgYg125zd6A,0.00453999386123,5,metro,0.00245124953034,144741,bus
dXTtIvLU7RbDFVYgyi6BEQ,0.0145736745459,9,metro,0.000330805940097,115791,bus
Opf78vhfwQmHjK7ayrSyvQ,0.00760034745785,6,metro,0.000543404527023,139019,bus
cNB5VeEwJZ6fwuOpAPoi_A,0.00246829560629,13,metro,0.00105330755241,127123,bus
DW5p-w9ntpxZlLNMkY9ShA,0.00180069509358,14,metro,0.000686042578855,118253,bus
M6vOVrkUJf2mt6ZG0UZEOA,0.0021209275353,9,metro,0.000470427688384,114062,bus
MPp91qicKlkhaDtmzNUeSQ,0.00319246610946,12,metro,0.000228900546095,130544,bus
Ec7aCc8MdT0gGpZeoVpPwA,0.00318565588222,27,metro,0.00048611706409,119734,bus
-YPRd3iiS7D2DCP6Nt5W6w,0.00582003769644,58,metro,0.000355132776423,2100362,bus
6Tdz7MvJA5eLBAWOV3fW_A,0.00946284650727,32,metro,0.000154157127627,114973,bus
gu7hgnFVCPcP6s1KmKix9A,0.00848231124399,9,metro,0.000153990389312,115622,bus
hUN-pN1L9mwTMRMOZ8TrIA,0.00518907653152,9,metro,0.000589783731549,114522,bus
YNI19jUtGNLY1GWFwtxjXw,0.0083759017216,8,metro,0.00076223674143,111912,bus
sF02HPupaX8L8H2GjW7SOQ,0.0048037927651,12,metro,0.000809880441799,141604,bus
FE201gQQTaO47K3Njo6qqA,0.00384916916361,12,metro,0.000892628842247,130422,bus
CQfhRg48QRPWldVXPXeIQA,0.00224717446688,11,metro,0.000929093797083,118482,bus
7uWSZpD_pJzLh4ciYT8dgg,0.0259962821544,2,metro,0.00110341816642,104542,bus
FLrYYxVRCcq_AVgDuc4zUg,0.0180550548393,2,metro,0.000172274925629,104152,bus
Gi4WkWbJ0xMPC8wuOb6XqA,0.00640809741576,13,metro,0.00152873702447,119723,bus
4KOlK2p7ht4lpcsnDVL-TA,0.00738018557625,10,metro,0.0016528259255,115191,bus
RvSLUPTv6SeG6US8wesSgA,0.00430280677348,58,metro,0.000459625858729,2100314,bus
iG5AOfpR0-e3-bdZLpKDMg,0.0125160357822,57,metro,0.00588563265078,2100494,bus
gPaXFxeYTfEEshyQEt79xQ,0.0078744359144,9,metro,0.000288966382124,114451,bus
DaJFuBHnP-E66UPvnD7ORg,0.00455712341726,10,metro,0.000593568900808,117434,bus
0AGsxMB73K_yCKnfMbk6BA,0.00761696561959,9,metro,0.000809055900413,114451,bus
ugVWHIoW0wBMUEEHeoxzqg,0.00210638555112,29,metro,7.42596121758e-05,119204,bus
AbTUfq23e0eTTDE5bDn57Q,0.0062799305227,8,metro,0.000836644231437,112601,bus
uQOBg3NRyrC767zEr1LIgQ,0.00330277623372,14,metro,0.00165549214738,118581,bus
_Kt9FiPAehAuiJOIv94MaA,0.0108104582257,8,metro,0.000302047098971,112633,bus
o1Aw1wMp038FOli7qSGCmQ,0.00622304775813,10,metro,0.000597404050862,115941,bus
DIPsqt8b5HdfhjnfJERpuA,0.00653913916353,6,metro,0.000721765890008,110246,bus
gpR2JOF5SDwwOa24lKcvdw,0.00910410848189,9,metro,6.90669964512e-05,114761,bus
va9oGHyoz6AHzDbfo-f0ow,0.00931237041842,10,metro,0.000637581375198,114761,bus
iCk7zLpWLyWQzF5VigCesw,0.00283688408117,6,metro,0.000801916510618,110112,bus
p-wP-xSWq5GPw1Q5jxv2nA,0.00992977041829,58,metro,0.000122981136759,110223,bus
BDYnpS1f_gJb1geqJ6LqKg,0.00222369758061,9,metro,0.000574597885484,114062,bus
DFwSv34rvtChqL-Rpw9Nyg,0.0112257841192,63,metro,0.000117778987928,111982,bus
_ED-tcE-bsR7oFYWZwvUAQ,0.00550085113868,10,metro,0.00115352123951,115664,bus
TIO-4bW-BTsDniiUWbvA6g,0.00171420449189,10,metro,0.000258800386399,116984,bus
cCWyDYSMG0R2zXw9C3ATpA,0.000699030700326,28,metro,0.000662600271657,120186,bus
pUHxbf2_Dz9ky76PJRuf-g,0.00592614967749,5,metro,0.0010309204625,144741,bus
ycnc3TWf1cfk2oQGIbiWbg,0.00216133212625,64,metro,0.000401283141929,111072,bus
qM2I6EnvzeVDN93StYkIYA,0.00552250483701,13,metro,0.00142411618026,141697,bus
ewbC_cJYV158EtCyokaYzQ,0.00247117502414,30,metro,0.00147240110024,117739,bus
FTkaKbqXH7a-Zb10fSfuxw,0.00498134425734,14,metro,0.000706530544288,118761,bus
ZOSpO_l3HNI1Tx9URtwtiA,0.00410073864687,9,metro,0.000109590373666,114373,bus
tydGKeW_59_X9U9_ZjVVrQ,0.00168978770856,9,metro,0.000409595532205,114233,bus
ymYjuX6qGWa8WR3BNMoaCg,0.0074421563179,9,metro,0.00112821747017,114451,bus
